,0,1
0,경제신문,financial newspaper
1,금지하다,to ban; prohibit
2,기사,an article
3,기자,a reporter; journalist
4,늘다,to increase; rise
5,더욱,much more
6,독자,a reader
7,두 배,double
8,봉사활동,volunteer activity
9,사회생활,social life
10,소중하다,to be important; to be precious; to be valuable
11,쇼핑1번지,the most popular shopping place
12,스포츠신문,sports newspaper
13,신문배달,a newspaper deivery
14,아끼다,to save
15,영자신문,an english newspaper
16,유학생,an international student
17,의견,opinion
18,인터넷신문,internet newspaper
19,일간신문,a daily newspaper
20,전체,the whole of
21,정기구독,a subscription
22,주간신문,a weekly newspaper
23,줄다,to decrease
24,찬성,approval; agreement
25,축제,a festival
26,출퇴근,commuting time; rush hour
27,파란불,green light
28,학보,school newspaper
29,해수욕장,beach resort; beach
30,고생이 심하다,to have serious trouble; difficulty
31,기회를 놓치다,to miss an opportunity; a chance
32,습관을 기르다,to form a habit; to make a routine; to get into
33,시간을 버리다,to waste time
34,시간을 뺏기다,to spend time; to steal time; to be taken
35,신문을 받아 보다,to get the newspaper
36,유행에 맞다,to be trendy
37,인기가 높아지다,to become popular
38,인기가 많다,to be very popular
39,인기가 있다,to be popular
40,친구가 되다,to become friends
41,예상하다,to anticipate; to expect; to predict; to forsee
0,mp3 플레이어,MP3 Player
1,노트북 컴퓨터,a laptop
2,뒷부분,the back; rear side; behind
3,드라이기,a hair dryer
4,디지텔카메라,a digital camera
5,만약,if; in case
6,망가지다,to break down; to be broken
7,맞히다,to hit
8,모델명,a product name
9,무상수리,the free repair service; free warranty
10,방문하다,to visit
11,배터리 / 전지,the battery
12,빠뜨리다,to drop; to leave behind; to omit
13,상담원,a counselor; sonsultant; advisor; customer service line
14,서비스 센터,a service center
15,성풍기,a electric fan; a fan
16,소비자 상담실,the consumer consulting center; a customer service center
17,수리비,repair cost
18,옆면,aside; lateral side
19,예방하다,to prevent; to restrain
20,자세하다,detailed; elaborate
21,자세히,in detail; metculously
22,자판,the keyboard
23,적히다,to be written down
24,전기 스탠드,a desk lamp
25,제품 보증서,the product warranty
26,출장 수리비,on-site repair cost
27,충전기,a battery charger
28,충전하다,to charge
29,평소,a usual day
30,화면,the screen; monitor
31,건전지를 갈아 끼우다,to change the battery; penlight
32,물을 쏟다,to spill water
33,배터리가 나가다,the battery is dead; our of battery
34,세탁기를 돌리다,to run the washer / washing machine
35,수도가 얼다,the water pipe has frozen
36,수리를 맡기다,to be in for repairs
37,수리비를 내다,to pay for repairs
38,습관을 가지다,to have a habit / routine
39,작동이 되다,to be on the blink / to work
40,전원을 켜다,to turn on the power
41,전원이 나가다,the power goes off / went off
42,화면이 흔들리다,the screen is shaky
0,거절하다,to refuse; to reject
1,경제,economy
2,경제면,business section
3,계약서,written contract
4,고속도로,expressway; highway
5,고아원,an orphanage
6,공과대학,an engineering college
7,공연,performance; show
8,교통마비,traffic congestion; heavy traffic
9,국제면,international section
10,당선,appointed; elected
11,마음고생,distress; suffering
12,망하다,to go bankrupt; to bust; to fail
13,문화면,culture section
14,발견하다,to discover; find out
15,분실신고,loss; missing report
16,빗길 사고,wet road acident; slippery road car crash
17,사회면,general news section
18,선거,election
19,시민,citizen
20,신문사,newspaper publishing company
21,안되다,to be sorry; to to work
22,얻다,to get; to gain
23,연예면,entertainment section
24,예정,scheduled; planned
25,위로하다,to console; comfort
26,음악하다,a concert
27,장맛비,monsoon
28,전세금,security deposit
29,전시회,an exhibition
30,정치면,political section
31,주로,mostly; mainly
32,택시기사,taxi driver
33,화재,fire
34,화제,a topic
35,희망,hope
36,경제 사정이 안 좋다,to be in bad financial condition
37,기사가 나다,a news article came out; was published
38,대비를 하다,to brace; to prepare; to get ready
39,마음을 놓다,to be relieved
40,먹고살다,to live on
41,사람을 뽑다,to hire a person
42,줄을 서다,to line up
43,지진이 일어나다,the earthquake is occurring
44,회사 / 가게문을 닫다,to shut down; go out of business
45,힘을 얻다,to be encouraged by; to get support
0,난방,heat function; heat conditioned
1,냉방,cool function; air conditioned
2,넓히다,to widen; expand
3,높이다,to make something higher; to lift
4,달다,to hang; to put up
5,문손잡이,doorhandle; door knoob
6,문의하다,to inquire; to ask
7,벽지,wallpaper
8,변기,a toilet
9,보수센터,a repair center
10,보일러,a heater
11,부품비,parts cost
12,비용,cost
13,샤워기,shower head
14,샤워실,shower booth
15,설명서,manual
16,세면대,bathroom sink; basin
17,수도,faucet
18,수도꼭지,faucet knob; handle
19,수리 센터,a repair center
20,싱크대,kitchen sink
21,안심하다,to relax; relieved
22,없애다,to remove; to eliminate; to get rid of
23,오래되다,to be old; to be aged
24,이층침대,a bunk bed
25,잠기다,to be locked; be fastened
26,전기,electricity
27,전구,light bulb
28,형광등,the fluorescent light
29,전등,a light
30,줄이다,to reduce; to decrease
31,집수리,the repair of a house
32,책장,a bookcase
33,천장,a ceiling
34,첫인상,a first impression
35,커튼,a curtain
36,포함하다,to include
37,푸르다,to be blue; to be green
38,물을 내리다,to flush a toilet
39,물이 새다,to be leaking water
40,물이 흐르다,to be leaking water
41,불이 들어오다,the light goes on; turn on
42,전구가 나가다,the light bulb is burnt out; goes out
43,전구를 갈아 끼우다,to change a light bulb
0,가격표,a price tag
1,가능하다,to be possible
2,걸리다,to hang; to get caught
3,곳곳,here and there
4,교환권,an exchange ticket; a coupon
5,교환하다,to exchange
6,구입하다,to purchase
7,그냥,as it is
8,금일휴업,closed today
9,기간,a period; span of time
10,기회,a chance; an opportunity
11,깎다,to discount; to lower
12,놓이다,be put; be placed
13,단골,regular; patron
14,단추,a button
15,닫히다,to be closed; to be shut
16,마트,a market; a store
17,묻다,to ask
18,바겐세일,bargain sale
19,바닥,the floor
20,반값세일,half price sale
21,반액,a half price
22,벼룩시장,a flea market
23,벽,a wall
24,상가,shopping arcade; shopping district; shopping mal
25,상표,a brand; a trade mark; tag
26,생활필수품,the necessities of life; essential items; basic need; basic things needed to live
27,쓰이다,be used; to utilize
28,어울리다,to match; to suit
29,영수증,a receipt
30,옷감,fabric; textile
31,옷걸이,a hanger
32,음식물,food
33,장식,a decoration
34,칼라,a collar
35,판매대,sales rack; a sales stand; a sales booth
36,판매하다,to sell
37,퍼센트,percent
38,품질,quality
39,환불하다,to get a refund; to return
40,한눈에 보다,have a glance; see a whole
41,폭탄세일,discount something very much
42,열리다,to be open(ed)
0,갈색,brown
1,길이,length
2,남방셔츠,a pattern shirt; button down shirt
3,둘러보다,to look around
4,디자인,design
5,매장,a shop; a store
6,보라색,violet; purple
7,분홍색,pink
8,블라우스,a blouse
9,사이즈,size
10,색상,color
11,성실하다,to be sincere; to be hard working
12,세일하다,have a sale; on sale
13,소매,a sleeve
14,수선하다,to mend; to repair; to alter
15,수수하다,to be plain; to be ordinary looking
16,숙녀복,women's clothing
17,스웨터,a sweater
18,신사복,men's wear
19,신상품,new product
20,아동복,children's clothing
21,연두색,light green
22,연하다,to be light
23,올가을,this autumn; this fall
24,원피스,a dress
25,은색,silver
26,잠시,a short while; for a while
27,재킷,a jacket
28,적당하다,to fit properly; good enough; fitting; suitable
29,젊다,be young
30,정도,degree
31,정장,suit
32,조끼,vest
33,진하다,dark
34,참다,to endure; to bear; to tolerate
35,첫인상,first impression
36,추천하다,to recommend
37,치수,size
38,탈의실,a fitting room; dressing room
39,포장하다,to pack (up); to wrap
40,하늘색,sky blue; light blue
41,할인매장,a discount store; outlets
42,화려하다,to be colorful; to be splendid; to be vibrant
43,회색,gray; grey
44,꼭 끼다,to be tight
45,나이가 들다,to become old; grow old; age
46,다이어트를 하다,to be on a diet
47,딱 맞다,to fit perfectly; to fit well
48,스트레스를 받다,to be under stress; to be stressed out
49,흰색,white
50,검정색,black
51,어울리다,to socialize with; associate with; hang out; get along with
52,색깔,color
0,강의실,classroom
1,건축물,bulding
2,관리하다,to administer; to control; to manage
3,교환학생,an exchange student
