,0,1
0,알아보다,"to recognize, to know, to find out"
1,그만두다,"to quit, to stop"
2,없애다,"to remove, to get rid of, to eliminate"
3,찾아보다,"to search, to look-up, to check"
4,맡다,"to be in charge of, to be responsible for"
5,이기다,"to overcome, to win"
6,살펴보다,"to check, to look over"
7,일으키다,"to bring, to raise, to cause"
8,서두르다,"to hurry up, to rush"
9,얻다,"to gain, to get"
10,이루다,"to achieve, to come true"
11,이루어지다,"to be accomplished, to be achieved"
12,고려하다,to consider
13,포기하다,"to give up, to quit"
14,참석하다,to attend
15,후회하다,to regret
16,파악하다,"to figure out, to understand"
17,개최하다,"to hold, to take place, to facilitate"
18,담당하다,to be in command of
19,당하다,"to have, to compete"
20,분석하다,to analyze
21,상하다,to spoil
22,관하다,to be about
23,이동하다,to move
24,의하다,to be base on
25,무시하다,"to ignore, to disregard"
26,제기하다,to bring up (a problem)
27,조정하다,"to adjust, to arrange"
28,설치하다,"to install, to set up"
29,강화하다,"to toughen, to strengthen"
0,취업률,employment ratio
1,음식물,"food, edible material"
2,제작,"production, manufacturing"
3,졸음,sleep
4,부상,injury
5,거래처,"vendor, customer"
6,계곡,valley
7,고개,nod
8,곤충,insect
9,국내외,domestic and foreign
10,글쓴이,writer
11,기호,"sign, symbol"
12,단풍,autumn leaves
13,대비,preparation
14,도자기,"handcrafted tableware, ""fine-china"""
15,마무리,finish
16,물체,object
17,의사송통,communication
18,아름다움,beauty
19,야외,outdoor(s)
20,양보,"give up, give away"
21,흐름,flow
22,책임감,responsibility (feeling of)
23,택배,"parcel, package"
24,예측,estimate (a result)
25,외모,"look, appearance"
26,우편,"mail, post"
27,의식,thought
28,정성,"devotion, ""love and devotion"""
29,존경,respect
0,판매량,"sales, selling, sales (in numbers)"
1,장난감,toy
2,경력,career
3,구조,rescue
4,미만,"under, less than"
5,성분,contents
6,수출,export
7,습도,humidity
8,식물,plant
9,피부,skin
10,이동,"transit, move"
11,공경,attack
12,무리,reasonable
13,좌석,seat
14,상상,imagination
15,독자,reader
16,심사,evaluation
17,영양소,nutrient
18,영업,"working, operating"
19,표지,"cover, mark, sign"
20,검토,Review
21,대기,waiting
22,만족,"satisfied, fulfilled"
23,수술,Surgery
24,승용차,"car, vehicle"
25,신분증,I.D. Card
26,실내,indoor(s)
27,애,"child, anxiety"
28,추천,recommendation
29,출산,"delivery, childbirth"
0,소화,Digestion
1,예술,"Art, an art"
2,호기심,curiousity
3,화면,a screen or canvas
4,큰일,"An important affair, a serious matter"
5,통화,a telephone conversation
6,외면,disregard
7,생산,"production, manufacture"
8,가입,"join, become a member"
9,두려움,fear;dread;horror;terror;
10,어린아이,"A youngster, a child"
11,한국인,Korean (person)
12,특정,"particular, specific, certain"
13,위기,"crisis, emergency, critical situation"
14,응답,"a response, and answer"
15,이전,"previously, in the past"
16,절반,a half
17,조언,advice
18,자체,"oneself, itself"
19,간접,Indirectness
20,자동,automatic
21,업체,(business) enterprise
22,부작용,a side effect
23,양심,(a) conscience
24,상품권,a gift certificate
25,기억력,"memory power, ability to remember"
26,소극적,"inactive, passive"
27,공동,"public, communal"
28,날개,wing
29,영양,Nutrition
0,주요,"main, major"
1,지원서,"application, employment application"
2,색상,color
3,생물,"creature, living thing"
4,선거,election
5,강사,"instructor, lecturer"
6,객관적,objective
7,공모,contest
8,구조대,rescue team
9,늦잠,oversleeping
10,단체,"group, organization"
11,믿음,Belief
12,수입,"income, import"
13,시선,"gaze, stare"
14,신인,"new face, new person"
15,여부,yes or no
16,연말,"end of the year, year end"
17,예산,budget
18,학부모,parents (of students)
19,한계,"limitation, limit"
20,핵심,"core, the point, important"
21,협조,cooperation
22,추가,additional
