,0,1
0,소비,"consumption, spending, expenditures"
1,실제로,"in reality, actually, in fact (not 사.., 현..)"
2,충분하다,"to be sufficient, enough, plenty, ample"
3,표현하다,"to express, give expression, represent"
4,해결하다,"to solve (problems), settle, fix (not ...소..., 풀...)"
5,개인,"an individual, a person, personal"
6,경제,"economy, finance"
7,늦다,to be late (not 지...)
8,따라하다,"to repeat, imitate, copy, follow"
9,인기,popularity
10,장단점,"good and bad points, strengths and weaknesses"
11,지키다,"to keep (e.g. a promise, appointment), to protect, abide by"
12,통하다,"to go by way of, go through, circulate; to flow"
13,참가하다,"to participate in, to take part in, join (not ...여/석..., 동...)"
14,문화,culture
15,받다,"to receive, to accept (not 얻..., 접....)"
16,발생,"occurrence, out break, genesis, birth, origination"
17,심하다,"to be severe, terrible, excessive (short)"
18,장소,"place (not 곳, 데)"
19,제대로,"appropriately, as it should be, properly, in proper order (not 적.., 마..)"
20,개발하다,"to develop, to create, cultivate (not 발..., 계...)"
21,구입하다,"to purchase, buy (not 사..., ...매...)"
22,기분,"a feeling, a mood, frame of mind"
23,기억,"a memory, recollection, remembrance"
24,기회,"an opportunity, a chance"
25,무료,free of charge (not 공...)
26,상대방,"one's counterpart, the person being spoken to (in a conversation)"
27,색,a color (short)
28,알려주다,"to give notice of, to let someone know (with 주다)"
29,포함되다,to be included (not 담..)
30,힘,"strength, energy, power (not 기...)"
31,대회,"conference, convention, competition, tournament"
32,발표,"a presentation, an announcement"
33,구하다,"to look for, seek (e.g. new home, new employee); to rescue a person; to request, ask for (e.g. advice)"
34,감추다,"to hide, conceal (not 숨.., 가..)"
35,드러내다,"to show, reveal, expose (true self, secret, etc); to display (e.g. ability) (not 발..)"
36,마련하다,"to prepare, to arrange, get ready (not 준..., 대..., 차...)"
37,준비하다,"to prepare, arrange, get ready (not 마..., 대..., 차...)"
0,운전,driving
1,이미,already (not 벌...)
2,조용하다,to be quiet
3,주로,"mainly, usually, for the most part (not 대...)"
4,주차장,a parking lot
5,직업,"a job, an occupation"
6,특징,"a special feature, a characteristic"
7,평균,an average
8,끌다,"to attract attention, captivate; pull, draw (not 이..)"
9,포기하다,"to give up, abandon, resign, renounce, surrender"
10,현상,"a phenomenon; the present situation, the existing state of things, the status quo"
11,현실,"reality, actuality (not 진.., 정.., 사..)"
12,현장,"the scene of, site (e.g. construction, accident, crime)"
13,홈페이지,homepage
14,환영하다,to welcome
15,양,quantity (not 분...)
16,걸리다,"to be hanging, suspended from"
17,경기,"a game, a competitive match, competition (not 시..)"
18,기타,"etc., others (not other people), the rest, further"
19,긴장,"tension, strain, pressure"
20,깊다,to be deep; profound
21,낭비하다,to waste
22,낮잠,a nap
23,농사,farming
24,능력,"ability (not 기.., 재.., 실..)"
25,단,"merely, no more than, only, alone (not 불.., 뿐, 다.., 오..)"
26,안심하다,"to calm down, to feel reassured, to rest assured (not 진...)"
27,대형,"a large size, full size, big"
28,대화,"conversation, a dialogue (not 이...)"
29,도로,"back, over again (used with verbs like give, take, go, put, etc.)"
30,떠오르다,to come to mind; to rise to the surface
31,만족하다,"to be content, satisfied"
32,멀리하다,"to avoid, to keep away from, to abstain, to swear off (not 피.., 꺼..)"
33,맞추다,"to compare, check with, to fit, to adjust, to assemble, put together (not 비...)"
34,맡기다,"to deposit, to entrust something to another"
35,반드시,"certainly, by all means, inevitably, unavoidably (not 틀...)"
36,틀림없이,"No mistaking it, ""without error"" (not 반...)"
0,확장,"expansion, enlargement, extension, dilation"
1,연극제,drama festival
2,능통하다,"to be proficient, skillful, to be versed, to have full knowledge of"
3,예복,"formal dress, a dress suit, an evening dress, a dress uniform"
4,예비,"preparations; reserve, a spare"
5,짐작하다,"to guess, conjecture, to infer from (not 추..)"
6,연상하다,"to associate (A with B), to be reminiscent of, to remind"
7,표준,"a standard level, a norm, criteria; the average (not 기.., 수..)"
8,결코,"never, by no means, positively not, under no circumstances (when used with negative)"
9,방탄,"being bulletproof, protection against bullets"
10,유연하다,"to be soft, pliable, supple, flexible, tender (not 부..)"
11,응용하다,"to apply, adapt, put to practical use (not 적.., 활..)"
12,연구진,"research staff, a research team"
13,촉감,tactile sensation
14,중인,"many people, the public, the multitude; a principle cause, a prime factor"
15,바자회,"a bazaar, a rummage sale"
16,야간,"night time period, night"
17,리듬,rhythm
18,사례금,"an honorarium, reward money"
19,주방,"a kitchen, a cook-room (not 부..)"
20,위로,recognition / acknowledgement / appreciation of a person's services
21,인연,"karma, destiny, fate; ties, affinity, bond; origin, history (not 운..)"
22,마당,"a yard, a garden, a court"
23,무덥다,"to be sweltering, muggy, sticky, sultry"
24,방향,"direction, bearings, a course; one's aim, one's object; a sweet smell"
25,마루,a wooden floor; a ridge
26,예산,"an estimate, estimated cost, a budget"
27,-여,"more than, over, and more, in excess of, odd"
28,인재,"competent person, a man of ability; a man-made disaster"
29,육성하다,"to promote, foster, nurture, to rear, bring up, raise (not 자.., 키.., 기..)"
0,특수하다,"to be distinct, characteristic, specific, unique, special (not 독.., ..이..)"
1,감싸다,"to wrap in something, to protect, shield, shelter; to cover a person from, to plead in someone's favor"
2,덧입다,to wear something over another garment
3,말기,"the end, final period, ending stage"
4,이식하다,"to transplant (an organ, a plant), to graft (skin)"
5,효자,"a dutiful child, a good and faithful son"
6,하소연하다,"to appeal to, supplicate, complain of"
7,묘안,"a bright idea, an ingenious plan"
8,방침,"course of action, policy on, a plan, a purpose, an aim"
9,살그머니,"furtively, stealthily, in secret, on the sly (not ..금..)"
10,머뭇거리다,"to hesitate, waver, hold back (not 망..)"
11,심정,"one ́s feelings, affection"
12,매개하다,"to mediate, intervene, to serve as intermediary, serve as medium"
13,매,counter for number of sheets of paper (not 장)
14,복제,"reproduction, reprinting"
15,진입,"penetration, entry, admission"
16,보건,"preservation of health, sanitation, hygiene, heath"
17,당국,the authorities
18,허가하다,"to permit, allow, sanction, license, give permission (not 용.., ..락..)"
19,월급쟁이,"a salary-man (woman), a white collar worker"
20,반발하다,"to oppose, resist, rebel against; to repulse, drive back"
21,나날이,"day by day, from day to day, gradually"
22,고소득층,high-income group/bracket
23,저소득층,low-income group/bracket
24,차,"a round, a stage; order, sequence"
25,내세우다,"to make a person stand; to nominate, designate; to advocate; to put or hang up a sign"
26,빈도,frequency (not 횟..)
27,장래,"the future, the time to come, the prospect, some day (not 미..)"
28,교우,"a schoolmate, a schoolfriend, alumnus; a fellow believer (in same religion); making friends with an acquaintance"
29,띠,one's zodiac sign
30,간접적,"indirect, mediate, secondhand, roundabout"
31,상식,"common sense, practical sense, common knowledge"
32,참신하다,"to be brand new, novel, original, up-to-date (not 새..)"
33,전도사,"an evangelist, a preacher, a missionary"
34,인생관,"one's view of life, one's conception of life, an outlook on life"
0,반사적,"reflexive, instinctive, reflective"
1,손상,"damage, injury, damnification (not ..해, 피..)"
2,붉다,"to be crimson, red, scarlet; to be communistic"
3,튀기다,to bounce (a ball); to splash (e.g. water)
4,수축,"contraction, shrinking, constriction"
5,대응,"a countermeasure, a response to something, a counter-move (not ..책)"
6,동조하다,"to align oneself with, to ally with, sympathize with"
7,창가,"window side, by the window"
8,소속,"affiliation, one's position, one's place"
9,출장,a business trip
10,계약,"a contract, an agreement"
11,현지,"the actual place, the very spot"
12,연구소,"a research institute, a laboratory"
13,설립,"an institution, organization, foundation, incorporation (not 기.., 재..)"
14,유사,historic
15,항공권,an airline ticket
16,수다,"talkativeness, chatter, gab"
17,필기,"taking notes, notes (w/ 시험, written exam)"
18,영웅,"a hero or heroine, a great person"
19,노화,"ageing, growing old (not 고..)"
20,증상,symptoms (not ..세)
21,외부,"the exterior, the outside (not 바..)"
22,적잖이,"in no small numbers, not a few, not a little, a great deal"
23,전염,"an infection, contagion"
24,깜박,"with a flash, with a twinkle, with a wink (e.g. forgetting)"
25,충혈,"congestion of blood, engorgement, inflammation, bloodshot"
26,불면증,"insomnia, sleeplessness"
27,통증,"an ache, a pain, tenderness"
28,움츠러들다,"to shrink up, cower, flinch, wince, recoil"
29,진주,a pearl
0,비난,"criticism, reproach, blame, condemnation (not ..평)"
1,허름하다,"to be shabby, mean, seedy, poor-looking, cheap, low"
2,세련,"polishing, refinement"
3,보석,"a gem, a precious stone, a jewel, jewelry"
4,훌쩍,"with a jump, quickly, nimbly; at a gulp; sniffing, snivelling; aimlessly"
5,제과점,"a confectionary store, candy store"
6,대대적인,"big, extensive, large scale, wholesale, immense"
7,서민,"the common people, the populace, the masses, a commoner"
8,생계,"livelihood, support of one's life"
9,일터,"a job site, a workplace, one's offices, a construction site"
10,맞서다,"to stand against, stand opposite each other; to hold one's own against an antagonist, to hold out against, to defy, pit oneself against"
11,어기다,"to violate, offend, break, infringe, transgress (not 침..)"
12,제시간,"the scheduled time, the appropriate time"
13,대다,"to put, place, lay, apply"
14,야유회,"a picnic, a picnic gathering"
15,소감,"one's impressions, thoughts, feelings, opinion"
16,여가,"leisure, spare time, time off (not 겨..)"
17,시간적,"temporal, timely, chronic"
18,관중,"spectators, onlookers, the audience; the bull's eye"
19,상점,"a store, a shop"
20,물결,"a wave; a stream, a flow"
21,의식하다,"to be conscious of, be aware of"
22,책자,"a pamphlet, a leaflet"
23,체력,"physical strength, stamina"
24,관계자,"the interested or affected parties / persons, a participant"
25,받아들이다,"to accept, to receive; to consent to, listen to, understand (not 접..)"
26,중개업,"the brokerage business, business through an intermediary"
27,큰코다치다,"to have a bitter experience, to have a rough time, to pay dearly for"
28,풍덩,"with a splash, with a plop"
29,일정,"a day’s program, day's schedule"
0,제출하다,"to submit, tender"
1,지속하다,"to persist, continue, sustain"
2,집중하다,to concentrate
3,체험하다,"to experience, to undergo (not 경.., 겪.., 거..)"
4,최선,"the best, one’s best"
5,평소,"ordinary times, ordinarily, usual (not ..상..)"
6,학습하다,"to learn, to study (not 공...)"
7,고객,a customer
8,고려하다,"to consider, deliberate, reflect upon (not 감..)"
9,고장나다,"for something to break, to break down, for a problem to occur (not 부..)"
10,교환,an exchange
11,그냥,just because
12,기술,"technology, technical know how"
13,나중(에),"later, afterward (not 이...)"
14,디자인,design
15,마찬가지,"sameness, similarity, as ~ as"
16,초대하다,to invite
17,목표,"a goal, aim, objective (not ...적)"
18,방해하다,"to interupt, to disturb, to hinder (not 중...)"
19,보내다,"to send, deliver; pass, spend (time)"
20,빌리다,"to lend, to borrow"
21,설문조사,a survey
22,사건,"incident, case, happening, matter (not ...례)"
23,실패하다,to fail (not 불..)
24,실험,"experiment, test, laboratory work"
25,아무리,"no matter how, however much"
26,아이디어,an idea (not 생...)
27,안타깝다,"to be pitiful, sad, heart breaking, regrettable (not 불.., 애.., 딱..)"
28,알아보다,"to inquire about, to look into (not 살...)"
29,연결하다,"to connect, attach, link (not 잇.., 이..)"
30,예,"the old days, the past, ancient times (short)"
31,변하다,transform / change into (short)
32,변함없이,"as always, ""without change"" (for long period of time)"
33,그대로,as it is; as it stands; thus (for short period of time)
34,맞다,"to be correct, to fit (not 알.., 걸..); to agree with; to be exposed to (e.g. rain)"
35,마중하다,"to come out to meet, to pick up, to fetch (someone) (verb only)"
36,배웅하다,"to see someone out, see someone off"
37,기르다,"to grow, raise (animals, crops, hair) (not 키...)"
0,행사,"an event, a function; use, exercise"
1,대상,"a target, a subject, an object"
2,설명하다,to explain
3,연구,"study, research, investigation"
4,직접,"in person, directly,  by oneself, with one's own hand"
5,대부분,"mostly, a large percentage of, a majority (not 주.., 다..)"
6,물건,"a thing, an object (not 사..., 것)"
7,안내하다,"to guide, to show; to notify of, advise"
8,직장,"workplace, one's job"
9,참여하다,"to participate in (not ...가/석..., 동...)"
10,시작하다,"to start, to begin (not 벌..., 비...)"
11,변화,"change, transformation, variation"
12,편하다,"to be comfortable, to be convenient (due to physical and psychological stability)"
13,성공하다,to succeed
14,영향,"influence, effect, consequences"
15,걱정하다,"to be worried, anxious, concerned (not 염..., 고...)"
16,교통,"traffic, transportation"
17,모으다,"to gather, collect, save"
18,세계,world
19,신청,"application, request"
20,오히려,"rather than, sooner than, preferably; on the contrary, instead"
21,지역,"an area, region, territory"
22,판매하다,to sell (not 팔...)
23,계속,"continuously (not 꾸.., 지..)"
24,버리다,"to dispose, dump, throw away"
25,경력,"a career; work experience, personal history"
26,계획,"a plan, a project, a scheme (not 예.., 방..)"
27,끝나다,"to be over, to end, to finish"
28,어리다,"to be young, youthful, younger (not 젊...)"
29,직원,an employee
30,편리하다,"to be convenient, handy, servicable, useful (generally because daily life has changed positively due to technological development)"
31,관리,"management, administration (not 경...)"
32,사실,"fact, truth, actually (not 실...)"
33,불편하다,"to be inconvenient, unhandy; uncomfortable, be unwell"
34,걸다,to hang; to dial the phone; to hit on someone
35,감소하다,"to decrease, to diminish, shrink, lessen (not 줄..., 하...)"
36,증가하다,"to grow, increase, rise, swell, multiply (not 늘...)"
37,게다가,"in addition, what is more, on top of everything (not 더...)"
38,더구나,"besides, still more, in addition (not 게...)"
0,목적,"aim, purpose, goal (not ...표)"
1,문의,an inquiry
2,및,"and (also), as well as, in addition to, besides"
3,바라보다,"look at, watch, stare at, gaze at (not 쳐...)"
4,발견하다,"to discover, find out, detect (not 깨...)"
5,보고서,"a report, a paper (not 리..)"
6,부담,"burden, responsibility, pressure, obligation"
7,부분,"a part, a section, a portion (not 일...)"
8,분야,"a field, a realm, one's specialty"
9,상상력,"imaginative powers, imagination"
10,서두르다,"to hurry, to rush"
11,서류,"documents, papers"
12,설득하다,to persuade
13,본,this (not 이)
14,성장하다,"to grow, be brought up, to develop (not 자...)"
15,소중하다,"to be precious, valuable, important (not 귀..)"
16,숲,a forest
17,시각,"vision, sense of sight, eyesight"
18,영양,"nutrition, nourishment"
19,옛,"old, olden, archaic, ancient"
20,운동,"exercise, movement; campaign"
21,일정하다,"to be fixed, uniform, regular, set, established (not 정...)"
22,자원봉사,volunteer activity (not 활...)
23,재료,"material, ingredients, data, subject matter, raw materials (not 자...)"
24,전달하다,"to deliver, convey, communicate, notify (longer)"
25,점점,"gradually, more and more"
26,정기적,"regularly (time), fixedly (not 일...)"
27,미각,sense of taste
28,정작,"actually, really, practically (not 실.., 현.., 사..)"
29,정치,politics
30,청각,sense of hearing
31,촉각,sense of touch
32,즐겁다,"to be pleasant, delightful, cheerful"
33,후각,sense of smell
34,진정하다,"to relax, calm down, quiet down, soothe (not 안...)"
35,집안일,housework
36,축제,a festival (not 명...)
37,맡다,"to be in charge of, responsible for; to smell; get (a seat)"
38,반대하다,"to disagree with, to be opposed to"
39,찬성하다,"to agree with (on a plan or position) (not 승..., 동..., 허...)"
40,참을성,"patience, endurance (not 인..)"
41,인내심,"patience, endurance (not 참...)"
0,전설,"a legend, a myth"
1,이맘때,"about this time, at this time of day/night/year"
2,잡곡,"mixed grains, miscellaneous cereals or grains"
3,재앙,"disaster, calamity, misfortune, evils"
4,까마귀,"a crow, a raven, a bird of ill omen"
5,계승,"succession, accession, inheritance"
6,주식,"main food, staple food"
7,정의,"a definition; justice, righteousness"
8,일화,an anecdote
9,대륙,a continent
10,업종,"types of industry or business, a category of trade"
11,영업부,a sales department
12,백자,white porcelain
13,들어가다,"to be spent, to cost (not 들다)"
14,벽화,"a mural (painting), a fresco, a wall painting"
15,제기하다,"to present, propose (e.g. a question), institute, start, bring forward (not ..시.., ..안..)"
16,환상적,"fantastic, fantasy-like, visionary, dreamy, illusory"
17,박람회,"an exhibition, exposition, expo, fair (not 전..)"
18,씨름하다,"to wrestle with, tackle"
19,거부하다,"to reject, deny, refuse, veto, turn down, disapprove of (not ..절..)"
20,내면,"the inside, the interior"
21,반성하다,"to self-reflect, to examine oneself, reconsider, meditate"
22,향하다,"to face, turn towards; go towards, leave for; to lean towards, tend toward"
23,특색,"a feature, a characteristic, a peculiarity, a colour"
24,생명체,"living organism, living things, life (not 삶, 생명)"
25,산뜻하다,"to be clean, clear, fresh, crisp, bright; neat, tidy, trim, smart"
26,성질,"disposition, temperament; character, nature, property, qualities (not 소..)"
27,재질,the quality of the material
28,일대,"the whole district, the zone, a region, the neighbourhood"
29,치매,"dementia, alzheimers, imbecility"
0,쓸리다,"to lean, incline, slant; to let / make sweep, to be swept, to get swept"
1,국도,"a national road, a national highway; the capital of a country"
2,곧다,"to be straight, upright, erect; to be honest, straightforward, candid, frank"
3,뻗다,"to extend, to stretch out, extend (not 펼.., 펴..)"
4,꾸불꾸불,windingly
5,목적지,"one's destination, the goal of the journey (not 행..)"
6,놓치다,"to miss (bus, plane, opportunity, chance), to lose, to let escape, to fail to catch"
7,계절감,a sense of the season
8,붐비다,"to be congested, crowded, packed, thronged, jammed (not 막.., 밀.., 복.., 혼..)"
9,대안,"an alternative plan or proposal, a counterproposal"
10,농장,a farm
11,주목,"attention, notice, note, watch, observation"
12,밭,"a field, a farm, a garden"
13,논,"a rice field, rice patty"
14,농산물,"agricultural products, farm produce (not ..작..)"
15,유통,"distribution, circulation, ventilation, flowing"
16,신선하다,"to newly select, newly elect; to be fresh"
17,운반하다,"to carry, convey, transport, bear"
18,신속하다,"to be quick, rapid, swift, prompt (not 빨...)"
19,농경지,farmland
20,확대하다,"to enlarge, magnify, expand, extend, increase, inflate"
21,협박,"a menace, a threat, intimidation (not 위..)"
22,공통적,"being common, joint, shared, mutual"
23,치고는,"considering, seeing, as for"
24,주중,"middle of the week, weekdays"
25,수도관,"water pipe, water main"
26,엉망,"a mess, in bad shape, a wreck, ruin"
27,이만저만,"(not) to just this extent, (not) to any limited degree, in no small number (used in negative sentences) (not 그..)"
28,개별적,"individual, separate, discrete"
29,대다수,"a large majority, an overwhelming majority"
0,응답하다,"to reply, to answer, to respond to (not 답.., 대..)"
1,상당수,"a considerable number, a good many"
2,요소,"an important element, factor, and essential part, a prerequisite; a strategic position, post"
3,출시,"release, launch (e.g. a product, a movie)"
4,조명,"lighting, illumination"
5,특강,"special lecture (series), a special class"
6,넘어가다,"to fall down, collapse, tumble, go down; be overdue, to miss, to pass (not 쓰..)"
7,유치하다,"to induce, lure, entice, attract (not ..혹.., ..도.., ..인.., 빠..)"
8,탄산,carbonated (e.g. a carbonated beverage)
9,관찰,"an observation, survey, view"
10,채용,"an engagement, appointment, employment"
11,불이익,"a drawback, disadvantage, handicap (not 결.., 단..)"
12,가로등,a street lamp
13,박,staying the night
14,아동,"a child, children, kids"
15,전자파,electromagnetic waves
16,비현실적,"unreal, unrealistic, impractical"
17,의복,"clothes, garments"
18,가짜,"a fake, forgery, imitation"
19,음반,"a phonograph record, a disc"
20,후불,"deferred payment, future payment"
21,구급차,an ambulance
22,응급,emergency (not 위..)
23,처치,"disposal, management, dealing with (not ..리, ..분)"
24,조치,management
25,점차,"gradually, little by little; the difference in scores / points"
26,최초,"the first, the beginning, the outset 最初"
27,흥분,"excitement, excitation, agitation, stimulation"
28,놀림,"banter, fun, joke, teasing, kidding, making fun of"
29,응원,"a cheer (song); support, help, aid"
0,괴짜,"an eccentric person, an oddball, a queer duck"
1,영역,"territory, domain; one's sphere, realm, field"
2,시커멓다,"to be jet black, deep-black, black as coal"
3,윤기,"luster, shine, gloss, polish, sheen, glaze (not 광..)"
4,뿌리치다,"to shake off, disengage from, refuse, reject, turn down,"
5,염화칼슘,calcium chloride
6,부위,"a part, region, spot"
7,문화재,"cultural assets, cultural property, artifacts"
8,파내다,"to dig up, unearth, exhume, excavate"
9,발굴,"unearthing, excavation, a dig, exhumation"
10,가량,"about, some, almost, more or less, something like, approximately (not 대..)"
11,한겨울,"the dead of winter, midwinter"
12,끼어들다,"to interrupt, intrude into, wedge oneself into, break into (e.g. into a conversation)"
13,억지로,"forcibly, by compulsion, under pressure, against ones will (not 강..)"
14,부원,a member (of staff)
15,V-길래,"V+.., for what reason, resulting from which situation, because of (not 때..)"
16,피서,"summering, passing the summer"
17,전력,"electric power; military power; all of one's power, an all out effort"
18,밤새,the night time; a nocturnal bird
19,친환경,"eco-friendly, environmentally friendly"
