,0,1
0,출시되다,"to be on the market, to be released, launched"
1,비율,"1) ratio, proportion (2) figure of speech"
2,일등공신,"the best, first class, cream of the crop"
3,내력,"one's personal history, past life, career"
4,기호 식품,"favorite food, food preference"
5,연회장,"banquet hall, banquet room"
6,왕래하다,"to come and go, exchange, be in communication with"
7,사신,"envoy, ambassador"
0,육지,"land, shore"
1,해돋이,"sunrise, sunup"
2,특산품,1) excellent choice (2) (regional) specialty
3,오일장,traditional market that opens once every five days
4,축소,"reduction, cut, slash"
5,쑥,mugwort
6,고인돌,a dolmen (ie Stonehenge): 유의어: 지석묘
7,지석묘,dolmen 유의어: 고인돌
0,제대로 되다,"for something to go well, according to plan"
1,의 원성을 사다,to incur resentment (of)
2,는 추세이다,for there to be a trend of X
3,(어/아) 마땅하다,"to be suitable, right, proper, appropriate"
4,웬만한 -못지않다,버금가다
5,원망,"resentment, blame"
6,가로채다,"to snatch, steal, intercept"
7,획기적,"to be groundbreaking, epoch-making"
8,취객,"drunkard, drunken person"
9,행패를 부리다,to use violence
10,휴가철,"vacation season, holiday season"
11,겹치다,"to overlap, coincide"
12,저조하다,"to be poor, low"
0,먹이사슬/먹이 피라미드,"food chain, food pyramid"
1,농축,"concentrate, enrichment"
2,일례로,for example
3,면적,"area, extent"
4,뒤섞이다,to be blended together without order
5,중금속,heavy metal
6,유해 물질,"toxic substances, harmful substances"
7,상위/하위,high class/low class
0,한목소리를 내다,"to speak with one voice, for all to be in accord"
1,(이/가) 기승을 부리다,"to be in full swing, rear its head"
2,봇물처럼 쏟아지다,to rush out like water held back by a dam
3,-느냐가 관건이다,"X is the key to success, to be crucial to the matter"
4,(이)라는 게 따로 없다,1) when explaining characteristics (there's no other X but you!) (2) 정해진 게 없을 때
5,(으)려고 발버둥치다,"to struggle with, have issues when you're trying to do something, do something as if your life depended on it (don't use lightly)"
6,(은/는) 뒷전인 채로,뒤로 미루었다
7,-는 데 밑거름이 되다,to become the foundation for something
8,판매량,sales volume
9,앞다투다,"to compete, dispute for the lead"
10,갈고닦다,"to improve, develop, hone, polish"
11,쥐꼬리만큼 적다,to be as small or as measly as a rat's tail
12,책임을 미루다,to shift the responsibility
0,근거,"grounds, basis"
1,야사,unofficial history
2,전자/후자,the former/the latter
3,분분하다,"to be divergent, different, diverse"
4,학계,"academia, the academic world"
5,일컫다,"to call, name, refer to"
6,차츰,"gradually, slowly, by degrees"
7,표기,"write (written), mark"
8,진위 여부,authenticity
9,심심치 않게,"to be easy to X, happen often"
10,입에 오르내리다,to be on everybody's lips
11,왕조,dynasty
12,-에 걸맞다,"suitable (for), fit (for)"
13,전국 방방곡곡,all over the country
14,명당자리,"propitious site, great location (for a grave)"
15,훤히 트이다,"to have nothing blocking it, be open"
16,채찍질,"whipping, lashing, urging on"
17,미련하다,"to be stupid, foolish, silly"
18,인싸,(slang): insider
19,꼰대,(slang): naggy old person
0,생물 농축 현상,"bioconcentration (whenever a consumer eats another animal, it in turn eats the plastic the other animal ate)"
1,만성질환,chronic disease
2,조만간,"곧, 머지 않다"
3,질책,야단
4,턱없이,설명이 안 될 대로 (형용사)
5,익사 사고,drowning accident
6,공해,international waters
7,해류,ocean currents
8,한복판,한가운데
9,동시다발,"a lot all at once, a lot at one time"
10,백해무익하다,lots of damage and no benefits
11,해풍,ocean winds
12,개체수,population
13,사탕수수,sugar cane
14,일품요리,"one-course dinner, one dish meal"
15,신흥,"newly rising, up and coming"
16,각료,장관
17,물에 잠기다,to be flooded
18,절수하다,물을 아끼다
19,쌀뜨물,water for washing rice
20,철새,migratory bird (반대말: 텃새)
21,필두(로),"head, lead"
22,포유류,mammal
23,파충류,reptile
24,양서류,amphibian
25,어류,fish
26,일일이 나열하다,하나하나 순서대로 말하다
0,자리를 잡다,to take ones place on/at
1,수용하다,"1) to accommodate, seat (2) to accept, embrace, agree to"
2,조성되다,"to be made up, created, constructed"
3,공급,"supply, provision"
4,공방,battle (for)
5,민화,folk painting
0,의학서,medical book
1,임진왜란,the Imjin War
2,중단되다,"to be suspended, halted"
3,집필하다,to write
0,시행하다,"to implement, execute"
1,접전,"a close game, tight match"
2,인질,hostage
3,열의,"enthusiasm, fervor (for), eagerness"
4,결식아동,"underfed children, starving children"
5,끈질기다,"to be persistent, tenacious, dogged"
6,추진하다,"to push ahead with, propel"
7,노숙자,homeless person
8,재활,"rehabilitation, remedial"
9,시행착오,trial and error
10,대립하다,"to take issue with, be opposing"
11,여당/야당,ruling party/opposition party
12,합의하다,"to agree, consent to"
13,수급자,person able to receive social welfare benefits
14,쇄도하다,"to storm one's way into, pour, flood, be flooded with"
15,독거노인,senior citizen who lives alone
16,생계비,"living expenses, cost of living"
17,고충,"difficulty, problem, distress, predicament"
18,선행,1) precedence (2) good deed
19,솔선수범하다,to take the initiative and lead by example
20,배식하다,to distribute or give out food
21,굶주리다,"to starve, go hungry"
22,헌혈,blood donation
23,공공요금,public utility charges
24,예산,budget
25,천정부지로 오르다,"to jump over the moon, skyrocket"
26,호소하다,to complain (of)
0,꺼림칙하다,to hesitate
1,탄소 배출량,carbon emissions
2,자제하다,"to restrain, limit oneself"
0,바이오 에너지,bio energy
1,경작지,농경지
2,급증하다,to dramatically increase
3,곡물,"grain, cereal, corn"
0,비좁다,"to be small, cramped, confined"
1,유동 인구,transient population
2,이름을 날리다,"to gain fame, to win a name as"
3,근대화,modernization
4,사채,private loan
5,집산지,trading center
6,능가하다,"to surpass, outdo, be superior to do"
7,증권거래소,"stock exchange, stock market"
8,부촌,"a wealthy, rich village"
9,상권,1) business district (2) commercial supremacy
10,활기,"energy, vitality, life, vigor"
11,몰려들다,"to crowd around, flock to, swarm, gather"
12,합세하다,"to join in, combine forces with, pitch in"
13,잘나가다,"to hit the ground running, get sold well, be in great demand"
14,손꼽히다,to be known as
15,신축,"build, construct"
16,성황,"prosperity, boom, success"
17,호황을 누리다,"to be booming, flourishing, thriving"
18,부침을 거듭하다,for the ebbs and flows to repeat
19,명실공히,both in name and reality
20,명성,"fame, reputation, renown"
21,충족하다,"to satisfy, gratify, meet"
0,실감이 나다,to feel real
1,경기 둔화,economic slowdown
2,연쇄 부도,"series of nonpayment, chain bankruptcy"
3,봇물 터지듯이 쏟아지다,봇물처럼 쏟아지다
4,경제 상식,economic sense or common knowledge
5,재테크,investment techniques
6,경제 용어,economic terminology
7,훑어보다,"to look through, glance over"
8,언급되다,"to appear or come up, be mentioned"
9,자유무역협정,FTA
10,머리글자를 따다,to take the first letter (of a word)
11,증진시키다,"to upstep, enhance, improve, increase"
12,체결하다,"to enter into a contract, sign, make an agreement"
13,향방,"direction, course"
14,제법이다,to be better than expected
15,까막눈,"eye of an ignoramus, someone who is blind or illiterate, ignorant of something"
16,신세를 면하다,to escape from the circumstances
0,한계,"limit, limitation"
1,매체,"medium, media"
2,토대,"foundation, substructure"
3,화제,"topic, subject"
4,화백,"painter, artist"
5,다방면,"in many directions, sides, fields"
6,구전되다,to be handed down orally
7,출간하다,"to publish, release from press"
0,구애받다,"to be restricted by, limited by, deterred by"
1,시간에 쫓기다,to be pressed for time
2,손쉽게,easily
3,굳이,"obstinately, stubbornly"
4,외곽,"outskirts, suburb"
5,일석이조,killing two birds with one stone
0,즐비하다,"to stand closely together, form a line, stand in a continuous row"
1,약과,별거 아니다
2,명맥,"life, the thread of life, existence"
3,엄밀히,"strictly, exactly, closely"
4,성곽,fortress
5,행정구역,administrative district
6,확장되다,to be expanded
7,유구하다,"to be eternal, everlasting, perpetual"
8,유물,"relic, antiquity, artifact"
9,유적지,historic site
10,기껏해야,"only, at most, at the best (겨우, 고작)"
11,궁궐,palace
12,왕릉,"royal tomb, mausoleum"
13,파괴되다,to be destroyed
14,-(이)라는 미명 아래,under the name of (an excuse to do something terrible)
15,-(으)ㄹ 겨를이 없다,didn't have the luxury to...
16,복원되다,to be restored
17,재조명하다,"to shed new light on, be reconsidered as"
18,추진되다,"to be driven, propelled by"
0,비유,figure of speech
1,풍자,satire
2,간결하다,to be concise
3,딱딱하다,"to be hard, stiff, formal"
4,형성,"formation, development"
5,반영,reflection
6,안녕을 기원하다,to pray for peace
7,달이 기울다,for the moon to wane
8,의도하다,"to mean for, intent for something"
9,끼니를 거르다,to skip meals
10,길쌈,weaving
11,재미가 배가되다,for the fun to be doubled
0,불야성을 이루다,to be brilliantly illuminated to where there is no night
1,넋을 놓고 바라보다,to stare at something because it is so beautiful
2,두 마리의 토끼를 잡다,to succeed in two things that are difficult to do together
3,산더미 같이 쌓이다,to be piled up like a mountain
4,연말연시,"end of December, beginning of January"
5,구인난,labor shortage
6,석양,setting sun
7,물들다,"to get dyed, be colored, tinged with"
8,에 지나지 않다,to be nothing more than
9,대수롭지 않게 넘기다,to pass over something as if it is unimportant
10,-자는 취지에서,for the goal of
11,-(으)면 얼마나 -겠어요,how much help is X going to really do?
12,사소하다,"to be trivial, minor"
13,돈독히 하다,"to make strong, thick"
14,재앙,"disaster, calamity"
0,무병장수,"good health and long life, health and longevity"
1,잡귀를 물리치다,to beat off/defeat the demons or mischievous spirits
2,세찬,food for treating New Year's guests
3,가래떡,stick of rounded rice cake
4,묵은 때,an old stain or piece of dirt
5,재물,"wealth, prosperity, riches"
6,조롱박,"gourd, dipper"
7,공존,coexistance
8,덕담,"words of blessing, well-wishing remarks"
0,역할 분담,"sharing responsibility, sharing roles"
1,바람직하다,"to be desirable, advantageous"
2,처가살이,living with one's wife's family
3,풍요로움,"richness, fertility, productivity"
4,드러나다,"to be exposed, come out, come into view"
5,이득이 되다,"to become a profit, become a profitable benefit"
6,소득,"income, earnings, profit, gain"
7,실현하다,"to actualize, realize, fulfill"
8,주도하다,to take the lead
9,자긍심,"pride, self-esteem, self-respect"
10,집회,"assembly, rally"
0,소유주,"an owner, possessor"
1,낙인,"branding iron, brand"
2,인식도,"level of awareness, level of perception"
3,호감도,level of likeability
4,신뢰도,level of trust
5,긍지,pride
6,대내적/대외적,internally or domestically/foreign or outside
7,관광객 유치,attracting tourists
8,수출 증대,increase exports
9,상존하다,"to constantly be present or exist, to still be in existence"
10,대치,"confrontation, stand face to face with"
11,근시안적,"short sighted, myopic"
0,일대기,"one's life story, biography"
1,수상,1) prime minister (2) be awarded a prize
2,업적,"achievement, business results"
3,민주주의,democracy
4,정착시키다,"to establish, set up, settle, fixate"
5,기여하다,to contribute (to/towards)
6,공로,"service, contribution, meritorious deed"
7,적대적,"hostile, antagonistic"
0,사적,"1) historical site (2) personal, private"
1,호통,"angry, loud scolding, telling off, barking"
2,형체,"shape, form"
3,휴양,"rest, recuperation, recreation"
4,간편조리식사,pre-made meal
0,나비 효과,butterfly effect
1,의존도,"dependence, reliance"
2,비례,proportion
3,기상학자,meteorologist
4,미미하다,"to be slight, insignificant, microscopic"
5,강타하다,"to hit hard, belt, whack"
6,극심하다,"to be severe, intense, extreme"
7,철강,steel
0,흉조/길조,bad omen/good omen
1,충만하다,"to be full of, be filled with"
2,운수를 점치다,"to read one's fortune, foretell luck"
3,상복,mourning clothes
4,징조,"sign, portent, omen, harbinger"
5,불길하다,"to be unlucky, ominous, foreboding"
6,편을 나누다,to divide or split into teams
7,활쏘기,archery
8,버드나무,willow tree
0,성과,"results, outcomes, the fruits"
1,요청,"request, demand, call for"
2,명성에 걸맞게,matching its reputation
3,치르다,to pay for
4,주축,"the key role, key person, pivot"
5,목이 터져라 응원하다,to cheer at the top of one's lungs
6,질서 정연,"orderliness, systematically, well-ordered"
7,특유,"special quality, peculiar, characteristic of"
8,들썩이다,위아래로 움직이다
9,구호,"slogan, cheer, chant"
10,기틀을 마련하다,to pave the way
0,길흉화복,"good and bad luck, fortune"
1,택일,choosing an auspicious date
2,일진,the day's luck
3,길일,"lucky day, auspicious day"
4,점술가,fortune teller
5,기복 (사상),the idea of praying for luck and blessings
6,아궁이,"the furnace, fireplace, hearth"
7,불씨,"embers, a seed of fire"
8,요강,chamber pot
9,납득,"acceptance, understanding"
10,신성하다,"to be sacred, holy"
11,섭취하다,"to ingest, intake"
12,배설하다,"to excrete, release"
13,순탄하다,"to be smooth, without any issues or problems"
14,고물,toppings
15,내포,안에 포함되다
16,이면,the inside
0,양면성,"double sidedness, ambiguity"
1,반박하다,"to dispute, refute, rebuttal"
2,동조하다,"to agree, sympathize, align"
3,비난하다,"to criticize, attack, reproach"
4,기질,"disposition, tendency, temperament"
0,떵떵거리다,to live in a grand and extravagant style
1,각박하다,"to be hard-hearted, heartless"
2,온정,"warm heart, kind feeling"
3,훈훈하다,"to be comfortably warm, nice and cozy"
4,저소득층,low income bracket
5,기부하다,"to endow, donate, contribute"
6,환원하다,"to return something, revert to"
7,기꺼이,"readily, gladly, willingly"
8,재능 기부,talent donation
9,각광을 받다,"to be spotlighted, be in the limelight"
10,보탬,"help, aid, support, supplement"
11,한결,"more, much more"
0,주도적,"lead, forefront"
1,술을 빚다,to brew alcohol
2,특색,"distinct characteristic, distinct feature"
3,전승되다,"to be passed down, handed down through the generations"
4,향토,"rural area, local area"
5,다채롭다,"to be diverse, colorful, various"
6,서구화 물결,wave of westernization
7,하나로 묶다,to all be bound together
0,식량 자급률,degree of food self-sufficiency
1,잡곡,"miscellaneous cereals or grains, corn"
2,급락하다,"to plunge, collapse, crash, nosedive"
3,짚다,"to point, indicate; 손을 바닥/벽 등에 대다"
4,농지 면적,area of farmland
0,참전하다,to participate in a war or battle
1,학도 의용군,student soldiers
2,되새기다,"to meditate upon, ruminate on, chew over"
3,일순간에,"in a moment, in an instant"
4,굉음,"a deafening roar, boom, thundering noise, ear-splitting noise"
5,학우,"school friend, fellow studnet"
6,덤벼들다,"to lunge at, strike out at, attack or assault"
7,수의,"shroud, clothes a dead person wears"
8,옹달샘,a small spring
9,유해,"remains, dead body, corpse"
10,고발하다,"to denounce, accuse, charge someone with, report"
