,0,1
0,기쁨,joy
1,기운,sign (touch); power
2,긴장감,nervousness; tension
3,노동,labor
4,동참,"participation (not 참여, 참가, 출전, 출장)"
5,또래,same age; friend
6,목숨,"life (not 삶, 생명, 생활, 인생)"
7,목적지,destination (not 여행지)
8,문의처,information desk
9,바위,rock
10,소감,thought (not 생각)
11,소개서,introduction letter
12,소극장,little theater
13,속마음,"mind, heart"
14,손잡이,knob; handle; railing
15,수고,efforts
16,수용,acceptance; adoption
17,시범,demonstration
18,실태,status
19,하락,fall; decline
0,구매하다,"buy, purchase"
1,도전하다,challenge
2,고생하다,suffer; suffering
3,성장하다,grow up
4,출퇴근하다,commute
5,평가하다,evaluate
6,비교하다,compare with
7,설득하다,persuade
8,극복하다,overcome
9,근무하다,work
10,통행하다,"passage; pass, go through"
11,집중하다,concentrate on
0,미끄러지다,slip; fail
1,얼다,be frozen
2,떼다,"recede; remove, take off"
3,안되다,be not allowed; do not
4,뿌리다,sprinkle; spray
5,새우다,stay up
6,떨어뜨리다,"drop, lose, miss"
7,흔들리다,"wobble, sway, swing"
8,저지르다,do
9,섞이다,in crowds; be mixed with
10,들르다,stop by
11,물리다,get bitten
12,앞서다,"earlier, in advance; ahead"
13,앞장서다,"take the lead, take the head"
0,감상하다,enjoy
1,긍정하다,agree with
2,휴식하다,rest
3,피로하다,get tired
4,비판하다,criticize
5,근거하다,based on
6,긴장하다,"get nervous, get strained"
7,실천하다,practice
8,자랑하다,be proud of
9,소화하다,digest
10,통화하다,talk over the telephone; call
11,외면하다,turn away
12,생산하다,producing
13,가입하다,become a member; join
14,깜빡하다,forget
0,참석하다,attend
1,후회하다,regret
2,파악하다,understand; figure out
3,개최하다,"hold (a meeting), open (an exhibition), host (the Olympics)"
4,담당하다,be in charge of (not 맡다)
5,당하다,have; compete
6,분석하다,analyze
7,상하다,spoil
8,관하다,about
9,이동하다,"movement, migration, move, travel, migrate"
10,의하다,based on; by
11,무시하다,disregard; ignore
12,제기하다,bring up
13,조정하다,adjust; arrange
14,설치하다,install; set up
0,야외,outdoor
1,양보,"give away, give up"
2,흐름,flow
3,책임감,responsible
4,예측,estimate
5,의식,"thought, aware, conscious"
6,정성,devotion; with best wishes
7,주요,"major, main, primary, leading, principal, chief, staple"
8,지원서,"application (not 신청서, 적용)"
9,색상,color
0,제시간,on time
1,존재,"thing; being, peron"
2,존중,respect (not ...경)
3,비중,"focusing, weight"
4,각국,each country
5,각자,each person / personally
6,개별,"individual (not 각자, 개인)"
7,경영,management
8,경향,tendency; trend
9,고급,expensive
10,골칫거리,"trouble, nuisance, headache, terror, bother"
11,공통,common
12,관찰,observation
13,귀국,homecoming; return to one's country; arrival
0,해롭다,harmful
1,유익하다,"useful, helpful; usefully"
2,사소하다,"trifle, minor; insignificant"
3,갑작스럽다,"sudden, abrupt; unexpected"
4,게으르다,lazy
5,굵다,thick
6,당당하다,confidently
7,독특하다,unique; unusual
8,두렵다,afraid of
9,멋지다,"wonderful, great; nice"
10,소용없다,useless
11,희다,"fair, white"
12,철저하다,"completely; perfect, thoroughly"
0,거주하다,live
1,기념하다,celebrate
2,심사하다,evaluate; judge
3,영업하다,"run, operate; work"
4,확대하다,magnify; increase
5,처벌하다,punish
6,적용하다,apply
7,검토하다,review
8,만족하다,be satisfied with
9,수술하다,operate on; have operation on
10,전달되다,be conveyed
11,허락하다,"allow, permit"
12,촬영하다,take a photograph
13,출산하다,give birth to; childbirth
0,갈수록,be getting worse; be getting more difficult
1,골고루,"evenly, equally, fairly"
2,겨우,barely
3,게다가,moreover
4,꽤,"pretty, quite"
5,내내,throughout; all year round
6,흔히,"commonly, usually, often"
7,덜,less
8,마침내,"finally, at last"
9,종종,"often, frequently"
10,과연,"really, truly, indeed"
11,괜히,needlessly
12,깜빡,slip one's mind; doze off
0,완성하다,complete
1,의심하다,doubt; suspect
2,입원하다,be hospitalized
3,장사하다,run a business
4,제작하다,produce; make
5,주목하다,note; pay attention
6,차지하다,have; occupy
7,선호하다,prefer; favoring
8,공지하다,notify; announce
9,양보하다,yield; offer seat
10,표시하다,mark
11,퇴직하다,retire
12,예측하다,forecast
13,의식하다,be conscious of
14,제안하다,suggest
0,잠들다,sleep; asleep
1,살아남다,survive
2,거치다,go through; pass through; through
3,거칠어지다,tough; rough
4,꼽다,count
5,다가오다,get closer
6,당기다,make earlier
7,돌아다니다,wander around; go around
8,드러나다,turn out
9,매달리다,hang on; dangle
10,몰리다,flock in; be accused of
11,싣다,be put
12,앞두다,before
0,낮추다,"lower; reduce, decrease"
1,떠오르다,"rise; come to mind, remind"
2,바라보다,stare; look
3,맞추다,"in time; based on, considering"
4,실리다,revive; save
5,뛰어나다,excellent
6,드러내다,show; grin
7,놓치다,miss
8,치우다,put away
9,이끌다,lead
10,지다,take; sun set(sink); carry
11,견디다,"stand, bear; bear with, endure"
12,기울이다,paying; listen to (귀를...)
0,그러하다,as; such
1,정확하다,correctly; accurate
2,분명하다,"clearly; obvious, evident"
3,소중하다,precious; valuable
4,안타깝다,feel sorry
5,익숙하다,be familiar with
6,심각하다,seriously; serious
7,낫다,better
8,부족하다,lack; shortage
9,강하다,strong
10,훌륭하다,excellent; great
0,덜다,reduce
1,돌보다,take care of
2,풀리다,relieve
