두손으로 드리다	to give something with both hands (shows respect)
두손으로 받다	to receive something with both hands (shows respect)
고개를 돌리고 술을 마시다	to turn one's head away and drink alcohol (shows respect; turn your head away from the most senior person)
허리를 굽혀 인사하다	to greet with a deep bow (at least 45 degrees)
높임말을 사용하다	to use honorifics (in speech)
무릎을 끓고 앉다	to sit on one's knees (legs folded under)
책상다리를 하고 앉다	to sit cross-legged
어른이 숟가락을 드신 후에 밥을 먹다	to start eating after the elder person has picked up their spoon (shows respect)
식탁에 밥그릇을 놓고 먹다	to put the rice bowl on the table and eat (not holding it in your hands)
버스나 지하철에서 자리를 양보하다	to give up one's seat on the bus or subway
어른 앞에서 담배를 피우지 않다	to not smoke in front of one's elders
낯설다	to be unfamiliar
어려움을 겪다	to experience hardship (겪다)
실수를 하다	to make a mistake
적응이 안 되다	to not be accustomed to
실례가 되다	to be rude
오해하다	to misunderstand
착각하다	to be mixed up, delude oneself, mistake (A for B)
익숙하다	to be familiar, used to
적응하다	to adjust to
습관이 되다	to become habitual
어른 앞에서 다리를 꼬고 앉다	to sit beside elders with one's legs crossed (This is rude.)
다른 사람에게 손가락질을 하다	to point your finger at others (This is rude.)
윗사람에게 물건을 한 손으로 드리다	to give something to one's senior with only one hand (This is rude.)
적응기	period of adjustment/adaptation
인사말	greeting (words)
섭섭하다	to be disappointed/sorry
다정하다	to be kind/friendly (정)
조의금	condolence money (for funerals)
빈소	funeral parlor
위로	consolation/comfort
부의	funeral gifts (money)
문화 적응	acculturation (adapting to a culture)
시차 적응이 잘 안 되다	I'm having trouble getting over the jet lag. (시차)
문화 차이 말하다	to speak about cultural differences
우리의 행동 중 무엇이 널 화나게 했어나요?	What did I do to make you angry? (행동)
요즘 영어는 생활속에서 필수이다.	These days, English is neccessary in life. (생활속에서)
제가 착각했어요.	I got mixed up. (제가)
허리를 굽혀 인사하는 것에 익숙해졌어요.	I've gotten used to greeting others by bowing.
굽히다	to bend, stoop down
예쁠수록	the prettier it is, the more
이상할수록	the stranger it is, the more
편안하다	to be peaceful, calm, restful
화면	screen, monitor
첫인상	first impression
갈수록	more and more so in time, as time goes by, day by day
많으면 많을수록 좋아요.	The more the better. ~with (으)면 you can add before 수록 but it can be dropped
어릴수록	the younger they are, the more...
한두 단락	one or two paragraphs
금방	soon, shortly, any minute
그렇게 하지 않나 봐요?	It seems like it's not like that?
구급차가 서 있네요.	There's an ambulance (standing) there. (네요)
어디 편찮으세요?	Are you ill/unwell? (formal)
