환경이 오염되다	for the environment to become polluted
환경오염 문제가 심각하다	environmental pollution is a serious problem
지구온난화	global warming
자동차를 많이 이용하다	to use a car lot
자동차가 매연을 발생시키다	to generate car exhaust fumes
공기가 나빠지다	the air quality is getting bad
대기오염이 심각하다	air pollution is a serious problem
자동차 이용을 줄이다	to reduce car usage
대증교통을 이용하다	to use public transportation
샴푸를 이용하다	to use shampoo
세제를 이용하다	to use laundry detergent
물이 더러워지다	the water is getting dirtier
수질오염이 심각하다	water pollution is a serious problem
바닷물이 오염되다	the oceans are becoming contaminated
해양오염이 심각하다	sea pollution is a serious problem
필요한 양만 사용하다	to only use the required amount
일회용품을 많이 이용하다	to use a lot of disposable products
쓰레기를 많이 버리다	to throw out a lot of garbage
쓰레기가 넘쳐나다	to be overflowing with garbage
쓰레기를 매립하다	to bury garbage (landfill)
땅이 오염되다	the soil is becoming polluted
쓰레기를 소각하다	to burn garbage
유해성분이 발생하다	for toxins to be released
쓰레기를 분리수거하다	to sort the garbage
쓰레기를 재활용하다	to recycle garbage
동절기 실천 매뉴얼	manual for saving energy in winter
하절기 실천 매뉴얼	manual for saving energy in summer
가정용	for domestic use
교육시설	educational facilities
절약	saving, frugality
석유 에너지	oil energy
벌이다	to begin
사무실	office
사회복지시설	social welfare facility
상점	store
음식점	eatery
대기	atmosphere (air)
오염을 줄이다	to reduce pollution
숙박시설	accomodations
의료시설	medical facilities
제조업	manufacturing business
캠페인	campaign
참여하다	to participate in
제공하다	to supply/provide
방긋 웃다	to smile (sweetly at a person)
소각하다	to incinerate
유해 물질	toxic substance (물)
매립하다	to bury (trash)
분해되다	to decompose
에너지절약	energy conservation
공공 기관	public institution
앞장서고 있다	to take the lead
여름철	summertime
유지하다	to maintain
냉방기	cooler
끄다	to put out, extinguish
순차 가동을 하다	to sequentially operate
가동을 하다	to operate (가동)
특정 지자체	specific local governments
1인 1부채 운동	1 person should use 1 (hand) fan movement (to save energy in summer)
내복 입기 캠페인	wear thermal underwear campaign (to save energy in winter)
승용차 요일제	system where you can't use your car one day of the week (to save energy, usually for government workers but some private companies too)
넥타이 안 매기 운동	don't wear a necktie movement (take off your necktie to stay cool instead of using a/c)
매립지	land where there was previously a landfill (?maybe)
매립장	landfill
소각장	incineration plant
난방	heating
절전	power-saving
절수	water-saving
순환	circulation
정보제공	provision of information
숙식제공	provision of accomodations
순차 가동	sequential operation
자제하다	to refrain from doing something
설정하다	to set (the temperature of a device)
조절하다	to adjust, regulate
소등하다	to turn off the lights
앞장서다	to take the lead
장바구니	shopping bag
토양	soil (not 땅)
물병을 가지고 다니다	to carry a water bottle (with you)
자가용	one's own car
비닐봉투	plastic bag
전기장판	electric pad
전기 온풍기 	electric heater
사용을 자제하다	to refrain from using
전기 난방 기기	electric heating devices
건강을 유지하다	to maintain good health
실내	interior (of a room)
전기 냉방 기기	electrical cooling devices
희망 온도	the desired temperature
전기밥솥	electric rice cooker
압력 밥솥	pressure cooker
밥 대신에	instead of rice
장시간 보온	keeping warm for a long time (rice in a ricecooker)
절전모드를 설정하다	to set to sleep mode (computer)
청소기	vacuum cleaner
냉기 순환	cool air circulation
조명은 완전히 소등하다	to turn the lighting completely off
에너지를 절약하다	to save energy
이용량이 증가다	to increase in usage/ growth in usage of
버스환승 할인제도	bus transfer discount system
안개	fog/mist
종량제	a metered system (pay as you go: the Seoul garbage bag system)
지나친 카페인 섭취	excessive caffeine intake
수면에 어려움을 겪다	to have difficulties sleeping(수면)
원인	a cause/the cause
주부들	housewives
가정과 기관	households and organizations (가/기)
먹을거리	things to eat (먹을)
동영상을 보다	to watch videos (동)
플러그를 뽑아 놓다	to pull the plug out
에너지난을 해결하다	to solve/fix the energy crisis
전기 부족 문제	electrical outages/shortages
어제보다 기분이 훨씬 나아요.	I feel much (훨씬) better than yesterday.
선풍기	electrical fan
부채	fan (any fan)
햇빛도 가리다	to shield from the sun
환경을 보호하다	to protect the environment
가정에서	at home (가)
전문가	expert, specialist
국토가 좁다	a country has limited land
태우다	to burn something
이어지다	to continue on, to lead to
무엇이든 물어보세요.	Ask me anything.
가정의 골칫거리	the bane of the household
골칫거리	trouble, nuisance
환경 보호 협회	Environmental Protection Association EPA
양을 줄이다	to reduce the quantity or amount (쓰레기)
앞서	before, prior to (talking about something)
부분은 미처 생각하지 않다	for people to not think that far (미처)
자세히	in detail (자)
땅속에서 분해되다	to decompose underground
일부	a part of
엄청난 시간	a huge amount of time
바람직한 방법	a desirable/advisable method
유해 성분	harmful ingredient (성)
배출되다	to emit/produce (something toxic, trash)
이와 같은 문제들	problems like these
구체적	specific/detailed (구)
청년 실업	youth unemployment
경우	case, scenario
매장	shop, store (매)
지구가 방긋 웃다	the earth is smiling at us
근무 중에	while on duty (at work)
자치단체	municipality
