,0,1
0,언어장벽,language barrier
1,언어장애,speech impediment
2,대해,"about, concerning (~에 ... verb)"
3,향수병,homesick
4,문화 충격,culture shock
5,닮다,to be similar
6,속상하다,"to feel troubled, depressed, sore about"
7,독차지하다,"to hog, steal"
8,양보하다,"to make concession, compromise"
9,대한,"about, concerning (~에 ... noun)"
10,어릴 시절,childhood days
11,면접,an interview
12,지루하다,"to be boring, tiresome, weary"
13,자꾸,frequently ㅈㄱ
14,한숨,"a breath, a pause, a rest"
15,떠리다,"to tremble, shake, quake"
16,제대로,"as it is, as it stands, normally ᄌ"
17,덕분,"indebted, assistance, support"
18,호칭,"title, address, designation"
19,무남독녀,an only daughter ㅁ
20,마찬가지,"the same, likewise"
21,관한,"about, concerning ᄀ (~에 .... noun)"
22,가장,"most, best ㄱ"
23,자라다,to grow up
24,방금전에,just a moment ago (long form)
25,호칭어,"a term for title, address, designation (longer)"
26,친족,"relative, relation"
27,이러한,as such
28,외모,"appearance, looks"
29,사모님,ma'am (nicer than 아줌마)
30,지긋하다,"to be elderly, advanced in years, up in years"
31,점잖다,"to be respectable, well mannered, decent"
32,당황,"embarrassed, flustered, taken aback"
33,심지어,"what was worse, even ...."
34,넓다,"to be wide, spacious"
35,낯선,unfamiliar
36,헤어지다,to break up (dating couple)
37,방금,just a moment ago (short form)
38,청년,"a youth, young person"
39,총각,"a bachelor, single guy"
0,직장,workplace
1,무역,"trade, commerce"
2,직업,"occupation, job"
3,기술,"knowlege, skill, technique, know-how"
4,학력,"education level, academic ability, achievement"
0,추측하다,"to guess, assume, presume, surmise"
1,데리고 살다,"to take care of ㄷ (강아지, 사람, 조카, 동생)"
2,모시고 살다,"to take care of ㅁ (할머니, 부모님)"
3,불면증,insomnia
4,예민,"sensitive, sharp, acute"
5,부부 싸움,"a couple's argument, fight"
6,가정 문제,"a problem at home, with family"
7,방식,"way, method, means"
8,깨다,"1) wake up, awaken  2) sober up"
9,수면,sleep (not 자다)
10,격렬,intensive (~하다)
11,피하다,"to avoid, escape, dodge"
12,소식,"light eating, small appetite"
13,이동,"movement, migration, transfer"
14,거주,residence
