,0,1
0,잔잔하다,"to be calm, to be still"
1,흥겹다,"to be joyful, to be merry"
2,웅장하다,to be magnificent
3,멜로디,a melody
4,전해 내려오다,"to pass down (orally), to hand down"
5,민요,a folk song
6,험하다,to be rough
7,농사를 짓다,to farm
8,가난하다,"to be poor, to be needy"
9,쌀,uncooked rice
10,어업,the fishing industry
11,여유롭다,"to have plenty (of time or money), to be well-off"
12,발달하다,to develop
13,템포가 빠르다,the tempo is fast
14,비교하다,to compare
15,단풍 시기,the time the leaves fall
16,지형,terrain
17,수명,"lifespan (of an organism), service life (of a product)"
18,막차,the last train
19,인구,population
20,모범 택시,deluxe taxi
21,속도,speed
22,평균 기온,the average temperature
23,태블릿 PC,tablet computer
24,문서 작성,word processing
25,퀴즈를 풀다,"to solve a quiz, to play trivia"
26,스티커,sticker
27,추가 정보,additional information
28,명절,major holiday
29,추수감사절,Thanksgiving
30,한국 최대,the biggest or greatest in korea
31,음력,lunar calendar
32,양력,solar calendar
33,조상,ancestor
34,마음을 담다,put one’s heart into
35,풍습,"custom, tradition"
36,-이 매진되다,"to be sold out (eg. movie, train tickets)"
37,강강술래,a traditional Korean group dance
38,씨름,traditional Korean wedding
39,예전에 비해서,compared to the past
40,소원을 빌다,to make a wish
41,추수를 마치다,to complete the harvest
42,신,god
43,감사를 드리다,to give thanks
44,기념하다,"to commemorate, to celebrate"
45,칠면조,turkey (bird)
46,호박 파이,pumpkin pie
47,모래,sand
48,진흙,mud
49,해마다,"each year, annually"
50,체험을 하다,to do a hands-on activity (eg. at a festival)
51,체험장,an activity zone
52,-이 마련되어 있다,"-to be set up, to be prepared"
53,미끄럼틀,a slide (on a playground)
54,미끄럼을 타다,to slide down a slide
55,-에 몸을 던지다,"to throw oneself at, to jump into"
56,어느새,"before you know it, before long"
57,스트레스가 싹 날아가다,one’s stress vanishes
58,동시에,at the same time
59,불꽃놀이,fireworks
60,축제가 펼쳐지다,a festival is held
61,온몸,one’s whole body
62,-에 바르다,"to apply to, to rub on"
63,산천어,"a Korean fish, similar to a trout"
64,낚시터,"fishing hole, place to go fishing"
65,구멍을 뚫다,to drill a hole
66,물속에 뛰어들다,to dive into the water
67,맨손,bare hands
68,요리조리 피하다,to dodge this way and that
69,쫓아다니다,"to follow around, to chase after"
70,사라지다,"to disappear, to vanish"
71,-이 갖춰져 있다,"- is on the premises, is available for use"
72,썰매타기,"sledding, sled riding"
73,봅슬레이,"bobsleigh, bobsled"
74,-을 만끽하다,"to enjoy something to the fullest, to savour"
75,-이 가득하다,"to be packed with, to be full of"
76,검색하다,to search for online
77,면,noodles
78,메밀,buckwheat
79,담백하다,"to be mild, to not have a strong flavour"
80,육수,"meat broth, meat stock"
81,매콤하다,to be moderately spicy
82,푹푹 찌다,"to be boiling hot, to be scorching"
83,살짝,"slightly, just a little bit, gently"
84,살짝 얼다,to have a thin layer of ice on top
85,동치미,cold pickled radish and kimchi soup
86,더위를 쫓다,"to beat the heat, to get relief from the heat"
87,자리를 잡다,to become established (lit. to grab a seat)
88,등장,"the debut, the appearance of something"
89,인기를 얻다,to become popular
90,피난민,a refugee
