,0,1
0,채택되다,"採擇-; to be chosen, adopted"
1,처하다,"處―; to face, encounter"
2,천식,喘息; asthma
3,천연,"天然; natural, nature"
4,천체망원경,天體望遠鏡; astronomical telescope
5,천편일률적,"千篇一律的; monotonous, boring, almost the same"
6,철저히,徹底-; thoroughly
7,첨단,"尖端; up to date, state of the art"
8,체계,體系; system (not ...제)
9,체념하다,諦念-; to be resigned to
10,체제,"體制; system, regime (not ...계)"
11,초래하다,"招來―; to bring about, result in"
12,초조하다,"焦燥-; to be nervous, restless"
13,촉구하다,"促求―; to press, urge, demand"
14,촉진하다,"促進-; to promote, accelerate, boost"
0,안도,安堵; relief
1,안목,"眼目; discerning eye, discernment"
2,애처롭다,"to be pitiful, pathetic"
3,야기하다,"惹起―; to cause, bring about"
4,약재,"藥材; medicine, Oriental herbs"
5,양상,"樣相; aspect, condition"
6,양성,"養成; fostering, cultivation"
7,양식,"糧食; food, nourishment"
8,어김없다,to not fail to do (adv.: without fail)
9,어리석다,"to be foolish, stupid"
10,어우러지다,"to mix, mingle with"
11,억제,"抑制; suppression, control"
12,엄격하다,"嚴格―; to be strict, severe"
13,엄두,intention
14,엉키다,1) to tangle (2) to coagulate
0,미흡하다,"未洽―; to be insufficient, unsatisfactory"
1,밀리다,1) to be swept (2) to be overdue (3) to get behind
2,밑돌다,to fall short (of)
3,밑바탕,"foundation, basis"
4,박자,拍子; beat
5,반성하다,反省-; to reflect
6,반죽,"bread, dough (verb: to knead)"
7,발성,發聲; vocalisation
8,발행,發行; publication
9,발효,醱酵; fermentation
10,발휘하다,"發揮―; to demonstrate, display"
11,방어,防禦; defense
12,배양,"培養; cultivation, incubation"
13,배제하다,"排除―; to exclude, rule out"
14,배치,"配置; arrangement, placement, disposition"
0,대개,"大槪; usually, generally"
1,대다,1) to lean (against) (2) to make an excuse (3) to pull up (to) (4) to pay
2,대리,"代理; deputy, substitute"
3,대수롭다,to be significant
4,대안,代案; alternative
5,대응,"對應; action, response"
6,대전,"大戰; Great War, world war"
7,대처,"對處; action (verb: to deal with, cope with)"
8,대체로,"大體―; generally, mostly"
9,대체하다,"代替-; to substitute, to replace"
10,더불다,"to join, to do together"
11,덩치,"build, frame"
12,도구,"道具; tool, instrument"
13,도달하다,"到達―; to reach, attain"
14,도리어,"instead, rather"
0,다채롭다,"to be various, varied"
1,닥치다,"to approach, come near"
2,단가,"單價; unit price, unit cost"
3,단번에,"單番―; immediately, at once"
4,단서,"端緖; clue, lead"
5,단숨에,"單―; in a drive, with one breath"
6,단열,斷熱; insulation
7,단적,"端的; direct (proof), obvious (proof)"
8,단지,"但只; only, just, simply"
9,달다,"1) to put on (2) to title, give a title (3) to install"
10,달라붙다,"to stick to, adhere"
11,달리하다,to differ
12,달하다,"達―; to reach, amount to"
13,당대,當代; contemporariness
14,당초,當初; original
0,노후,老後; one's later years
1,논란,"論難; controversy, argument"
2,농도,濃度; concentration
3,높낮이,"height, high and low"
4,눈여겨보다,to watch carefully
5,뉘우치다,"to regret, repent"
6,느슨하다,1) to be loose (2) to be slack
7,능률,能率; efficiency
8,능사,"能事; everything, solution, one's work or line of business"
9,능통하다,"能通―; to be proficient, versed"
10,다량,多量; large quantity
11,다루다,"1) to treat, address (2) to handle (3) to deal with (4) to treat"
12,다름없다,"to be no better than, to be similar"
13,다만,"only, merely"
14,다스리다,"1) to govern, rule over (2) to control, manage (3) to treat, cure"
0,맺다,"1) to end, conclude (2) to knit (bond) (3) to bear (fruit)"
1,면제,免除; exemption
2,명심하다,"銘心―; to keep in mind, bear in mind"
3,명확하다,"明確―; to be clear, obvious"
4,모락모락,"steaming, (steam or smoke) rises up"
5,몰리다,"1) to be concentrated (in one area) (2) to congregate, converge (3) to crowd (4) to be cornered, pushed"
6,묘사하다,描寫-; to describe
7,무렵,in those days
8,무리,"無理; by force, against (a person's) will"
9,무모하다,"無謀―; to be rash, reckless, foolhardy"
10,무방하다,"無妨―; to be fine, be all right"
11,무분별하다,"無分別―; to be thoughtless, indiscriminate"
12,무산되다,"霧散―; to miscarry, fall through"
13,무색하다,無色―; 1) to be colorless (2) to be ashamed (3) to be absurd
14,무선,"無線; radio, wireless communications"
0,가공,"加工; manufacture, process(ing)"
1,가라앉다,1) to sink 2) to settle down
2,가려내다,"to sort out, pick out"
3,가무잡잡하다,to be darkish
4,가문,家門; one's family
5,가사,"家事; housework, housekeeping"
6,가상,"假想; virtuality, imagination"
7,가속화,加速化; acceleration
8,가파르다,"to be steep, to be sheer"
9,가하다,加-; 1) to apply 2) to accelerate
10,간격,"間隔; interval, space"
11,간섭하다,"干涉-; to interfere (in), to meddle (in)"
12,간절하다,懇切-; to be desperate
13,간접적,間接的; indirection
14,간편하다,"簡便-; to be simple, convenient"
0,균형,"均衡; balance, equilibrium"
1,그다지,not so much
2,근래,"近來; recent days, years"
3,근력,"筋力; muscular strength, power"
4,근로자,"勤勞者; worker, laborer"
5,근본적,"根本的; fundamental, basic"
6,근심,"worry, concern"
7,근접하다,"近接―; to approach, come close (to)"
8,금,cracking (i.e. in the walls)
9,금세,"soon, shortly"
10,금속,金屬; metal
11,금융,金融; finance
12,급격하다,"急激―; to be rapid, drastic"
13,급급하다,"汲汲―; to be busy, to be bent on"
14,급등,"急騰; a sharp rise, jump"
0,온전하다,"穩全―; to be intact, to be sound"
1,옹호하다,"擁護―; to stand by, to advocate (for)"
2,완화,"緩和; relax, ease (off)"
3,왜곡하다,"歪曲-; to distort, twist, pervert"
4,외관,"外觀; appearance, exterior"
5,요건,要件; requirement
6,요긴하다,"要緊―; to be essential, of vital importance"
7,요령,"要領; trick, know-how"
8,요소,"要素; element, factor"
9,욕구,"欲求; desire, urge (to)"
10,용도,"用途; use, purpose"
11,용이하다,"容易―; to be easy, simple"
12,우대,優待; special treatment
13,우연히,"偶然-; by chance, accidentally"
14,우왕좌왕하다,"右往左往―; to run about in confusion, to go this way and that"
0,의뢰,"依賴; request, commission"
1,의외,意外; unexpectedly
2,이력,"履歷; background, personal history (w/서: résumé)"
3,이론,理論; theory
4,이롭다,"利―; to be beneficial, advantageous"
5,이물질,異物質; foreign substance
6,이변,"異變; extraordinary event, unexpected change"
7,이색적,"異色的; unusual, out of the ordinary"
8,이왕,已往; already
9,이윤,"利潤; profit, gain"
10,이자,利子; interest
11,이직,"移職; staff turnover, changing of jobs"
12,인공,人工; artificiality
13,인력,"人力; Human Resources, human capabilities"
14,인재,"人材; talented person, man of ability"
0,여간,"如干; commonly, normally"
1,여론,輿論; public opinion
2,여지,餘地; leave no room for
3,역량,"力量; capability, ability"
4,연관성,"聯關性; correlation, interrelationship"
5,연도,年度; year
6,연료,燃料; fuel
7,연상하다,"聯想-; to remind, be reminiscent of"
8,열매,fruit
9,염증,"炎症/厭症; (1) infection, inflammation (2) to be tired of"
10,영입,"迎入; recruit, scout"
11,예년,"例年; average year, ordinary year"
12,예컨대,"例―; for instance, such as"
13,오로지,"only, exclusively"
14,오지,"奧地; the wild(s), remote or rural area"
0,잇따르다,"to happen one after another, to occur in succession"
1,자각,"自覺; self-awareness, self-consciousness"
