,0,1
0,가상,imagination
1,가입,registration
2,가치,value
3,각오,resolution
4,간섭,interference
5,갈등,conflict
6,감소,decline
7,개방,opening
8,격려,encouragement
9,경고,warning
10,경향,tendency
11,고정관념,stereotype
12,골치,brain
13,교양,refinement
14,구조,rescue
15,구조,structure
16,권력,authority
17,권리,a right
18,규제,restriction
19,극복,recovery
20,근거,"basis, base"
21,기념,commemoration
22,기부,donation
23,기증,donation
24,난리,"war, uproar, fuss"
25,납득,acceptance
26,노릇,"role, duty"
27,노릇,circumstances
28,님비현상,NIMBY (not in my backyard) syndrome
29,단골,"regular hangout, a regular"
30,대비,preparation
31,대중화,popularization
32,대책,countermeasure
33,덜미,"scruff, back of body"
34,등장,appearance (ex. in a show)
35,마련,arrangement
36,마찰,"rub, friction"
37,매너,manners
38,매장,store
39,매장,"burial, social ostracism, underground"
40,모집,recruitment
41,무작정,being thoughtless
42,바이러스,"virus, computer virus"
43,바자회,bazaar
44,반응,response
0,재테크,financial technology
1,재활용,recycle
2,쟁점,issue
3,적성,aptitude
4,전략,"strategy, tactic"
5,전망,"view, forecast"
6,제약,restriction
7,좌절,frustration
8,중독,"poisoning, addiction"
9,지름길,shortcut
10,지원,support
11,지원,application
12,지지,support
13,짐작,assumption
14,찌꺼기,"sediment, remainder"
15,차원,level
16,체험,experience
17,추세,trend
18,측면,side
19,칼럼,column
20,캠페인,campaign
21,클럽,club
22,탓,"fault, blame"
23,투기,speculation
24,투자,investment
25,틀,"mold, frame, formality"
26,틈,"crack, spare time, gap, chance, among the crowd"
27,티,"speck, flaw"
28,티,look
29,파견,dispatch
30,파괴,"demolition, destruction"
31,편견,bias
32,폐쇄,"closing, closure"
33,피해,damage
34,핑계,excuse
35,허용,"permission, allowance"
36,현상,phenomenon
37,현상,present situation
38,협력,collaboration
39,혜택,benefit
40,화해,reconciliation
41,활기,vigor
42,회의,skepticism
43,훼손,damage
44,흉내,imitation
45,흔적,trace
46,희생,sacrifice
0,배려,consideration
1,배출,discharge
2,배출,production
3,보급,dissemination
4,보람,reward
5,보상,compensation
6,북제,reproduction
7,분리,separation
8,분석,analysis
9,비난,criticism
10,빈곤,"poverty, lack"
11,사교육,private education
12,사례,precedent
13,사례,reward
14,사이트,site
15,상황,situation
16,생계,living
17,생명력,"life force, vital force"
18,선입견,prejudice
19,선정,selection
