,0,1
0,자전거,bicycle
1,전시회,exhibition
2,휴일,holiday
3,놀이 기구를 타다,to go on a ride at an amusement park
4,배드민턴을 치다,to play badminton
5,스케이트를 타다,to skate
6,할 일이 많다,to have a lot of work to do
7,신나다,to be excited and very happy
8,동아리,school club
9,라틴 댄스,Latin dance
10,만화 영화,animated movie
11,헬스클럽,health club
12,시간이 나다,to have free time (ㅅㄱㅇ ㄴㄷ)
13,유명하다,to be famous
14,인기,popularity (for a person)
15,포스터,poster
16,표,ticket
17,회,"showing, show times"
18,그 영화에 누가 나와요?,Who is in the movie?
19,다 팔렸어요.,They are sold out.
20,뭐라고요?,What (did you say)?
21,어떻게 하지요?,What should I do?
0,건너편,the opposite side
1,꽃집,flower shop
2,사거리,intersection (of four streets)
3,사진관,photography studio
4,주유소,gas station
5,주차장,parking lot
6,편의점,convenience store
7,화장품 가게,cosmetics store
8,그러니까,so (ㄱㄹㄴㄲ)
9,쭉 가다,to go straight
10,저기 죄송한데요.,"I am sorry, but..."
11,차가 밀려요.,The traffic is heavy.
12,고민하다,"to fret over, to worry (고...)"
13,생각나다,to think of (something) (-이/가)
14,초대하다,to invite (someone to somewhere) (-에)
15,추천하다,to recommend
16,선물,"present, gift"
17,스카프,scarf
18,향수,perfume
19,마음에 들다,"to like something, to be of one's taste"
20,마중 나가다,to go out to greet (someone)
21,전화를 받다,to answer a phone call (lit. to receive a phone call)
22,문제가 생겼습니다.,A problem came up.
23,들어가다,to go into (-으로)
24,세우다,to stop (a car)
25,기차역,train station
26,신호등,traffic light
27,옆길,side street
28,정문,the front gate
29,첫 번째,the first
30,퇴근 시간,"the time one leaves the office for the day, evening rush hour"
31,택시 기사,taxi driver
32,횡단보도,"crosswalk, pedestrian crossing"
33,저기,"there, over there (within a visible distance)"
34,큰길이 나오다,to come out onto a big street
35,그 다음은요?,And then?
36,다 왔습니다.,"We've arrived., Here we are."
37,여기요.,Here you are.
0,갖다 주다,"to bring, to take something to someone"
1,결석하다,to be absent from class (used for students)
2,붙이다,to stick on
3,사용하다,to use
4,연기하다,"to delay, to postpone"
5,광고,advertisement
6,그날,that day
