,0,1
0,감상문,a description of one's impression
1,강사,a lecturer
2,강연,"a lecture, speech"
3,강의,"a lecture, class"
4,강조,an emphasis
5,과제,an assignment
6,교사,"a teacher, professor"
7,교육,an education
8,교재,"a textbook, teaching materials"
9,그룹,a group
10,기초,"basic, foundation"
11,마무리,"finish, wrap up"
12,맞추다,to figure out
13,문법,grammar
14,반복,repetition
15,붙다,1. to pass 2. to stick
16,성적,grades
17,일등,first place
18,잇다,1. to combine 2. to carry on
19,정답,a correct answer
20,제출,submission
21,참고,reference
22,출석,attendance
23,평균,an average
24,필기,note-taking
25,학습,learning
26,한자,a Chinese character
27,합격,"a pass, an acceptance"
28,향상,an improvement(ᄒ)
0,검다,to be black
1,금,gold
2,맞다,to fit
3,묻다,to be stained with
4,소매,a sleeve
5,수선,repair (shoes or clothes)
6,스타일,a style
7,액세서리,an accessory
8,얼룩,a stain
9,옷차림,attire
10,은,silver
11,의류,clothes (not 옷)
12,줄무늬,a stripe
13,세로줄무늬,vertical stripes
14,가로줄무늬,horizontal stripes
15,패션,fashion
16,홈쇼핑,home shopping
17,흡수,absorption
18,희다,to be white
0,고교생,a high school student
1,꾸중,"a reprimand, scolding"
2,낙서,a doodle
3,다하다,to carry out (fully)
4,대,versus
5,동기,"a reason, motive"
6,동아리,a club
7,목표,a goal
8,문구,stationary
9,미팅,a group date
10,반납,return (of something e.g. library books)
11,반장,a class president
12,밤새우다,to stay up all night
13,별명,a nickname
14,사례,"an example, instance"
15,상,an award (one syllable)
16,상담,"counseling, advice, cinsultation"
17,소문,a rumor
18,순서,an order (i.e. 1-2-3)
19,시합,"a match, game"
20,야단,a scolding
21,예정,a schedule
22,우승,a victory
23,유치원,a kindergarten
24,인원,the number of people
25,장난,mischief
26,장래,the future (personal)
27,장학금,a scholarship
28,재학,"attendance, enrollment"
29,적성,an aptitude
30,적응,adaptation
31,중고생,middle and high school students
32,증명,proof
33,지다,to lose (not win)
34,지원,"application (for), volunteer (for)"
35,진학,entering a school
36,체험,an experience
37,칭찬,a compliment
38,학부모,a student's parents
0,금액,an amount (of money)
1,발금,issuance
2,보증,a guarantee
3,보험,an insurance
4,사인,a signature
5,서명,a signature
6,세금,a tax
7,수수료,a usage fee
8,수표,a (bank) check
9,신용,credit
10,이자,interest (economic)
11,입금,deposit
12,재산,"a fortune, assets"
13,저금,savings
14,저축,savings
15,전액,the full amount
16,창구,a counter
0,겪다,1. to experience difficulty 2. to get to know somebody
1,기혼,being married
2,노인,a senior citizen
3,늙다,"to grow[get] old, age"
4,독신,"being single, bachelor (ㄷ)"
5,미혼,"being single, unmarried (ㅁ)"
6,사망,death (ᄉ)
7,삶,"life, living, existence"
8,성숙,maturity
9,성장,"growth, development"
10,세월,time [the idea of time]
11,신혼,being a newly wed
12,아동,a child
13,연령,age (not 나이)
14,이별,parting (from someone)
15,이혼,divorce
16,인생,life (broader scope)
17,자라다,"to grow, mature"
18,젊은이,a young person (ㅈ)
19,청년,"a young man, the young"
20,청소년,a teenager
21,축복,a blessing
22,평생,a lifetime
0,걸리다,to be hung
1,꺼지다,"to get blown out, to go out"
2,끊기다,"to be disconnected, to lose touch with"
3,끊어지다,"to get disconnected, to lose touch with"
4,끌리다,to be attracted to
5,나뉘다,to be divided into
6,닫히다,to be closed
7,담기다,to be filled (with)
8,덮이다,to be covered
9,들리다,to be heard
10,떨리다,for one to tremble
11,막히다,to be stuck
12,묶이다,to be tied/bound
