,0,1
0,피로 회복,fatigue recovery
1,자기 계발,self-improvement
2,활력소,energizer
3,친목 도모하다,promote friendship
4,기분 전환,refresh oneself
5,재충전,recharge
6,스트레스 해소,stress relieve
7,오락,"entertainment, amusement"
8,봉사,"service, serve"
9,종교,religion
10,관람,"to watch, to see"
11,조사,investigation
12,여가,leisure
13,활용하다,utilize
14,선호하다,"prefer (to), preference (for)"
15,실제로,actually
16,시청하다,watch (TV)
17,휴식을 취하다,take a rest
18,즐기다,enjoy
19,시간을 내다,make time for
20,관심,interest
21,캠핑,camping
22,인기를 끌다,gain popularity
23,배낭,backpack
24,근무,work
25,대중교통,public transportation
26,각종,of every kind
27,용품,"goods, supplies"
28,편의 시설,amenities
29,증가하다,increase
30,자갈밭,a gravelly field
31,야영,"camping, encamp"
32,갖추다,"prepare, get ready"
33,저렴하다,inexpensive
34,텐트,tent
35,부둥켜안다,hug
36,익숙하다,"familiar (to), experienced, skilled"
37,벗어나다,"get out, escape"
38,사교,social intercourse
39,미디어,media
0,시간에 쫓기다,be pressed for time
1,여유,time/money to spare
2,피로가 쌓이다,become more and more fatigued
3,숙박업,lodging industry
4,정보를 얻다,get information
5,인간관계를 넓히다,widen relations
6,방해가 되다,get in the way
7,쌀쌀하다,chilly
8,풀리다,thaw
9,동호회,"club, society"
10,가입하다,join
11,상쾌하다,"fresh, refreshing"
12,개인,individual
13,자유롭다,free (without ties)
14,발전하다,"develop, progress"
15,안정되다,stabilize
16,동료,colleague
17,어울리다,socialize (with)
18,일상생활,everyday life
19,효과적,effective
20,피곤하다,tired
21,경쟁,competition
22,적당하다,"suitable, adequate"
23,뒤떨어지다,"fall behind, be inferior, be outdated"
24,오히려,"rather, preferably"
25,지치다,"exhausted, tired"
26,에너지,energy
27,육체,body
28,단순히,simply
29,삶의 질,quality of life
30,요소,"element, factor"
31,적절하다,"proper, appropriate"
32,땀을 흘리다,sweat
33,정기적,"regular, periodical"
34,야외,outdoor
0,상담자,client
1,상담원,"counselor, consultant, adviser"
2,상담 치료를 받다,receive counseling
3,해결책을 찾다,seek (find) a solution
4,문제점을 분석하다,analyze a problem
5,마음의 문을 열다,open the mind
6,손을 내밀다,hold out one's hand
7,눈높이에 맞추다,angle towards
8,서투르다,"clumsy, poor, unskilled"
9,달려가다,"rush, run"
10,시간이 흘러가다,time goes by
11,자꾸,"repeatedly, over and over again"
12,초조하다,"nervous, anxious, impatient, feel on edge"
13,상담 기관,counselling agency
14,객관적,objective (point of view)
15,자연스럽다,"natural, unaffected"
16,구체적,"detailed, specific, concrete"
17,실천하다,put (something) into practice
18,멘토,mentor
19,모집,"recruitment, invitation"
20,마련하다,"prepare, arrange"
21,기회,opportunity
