,0,1
0,구직자,"a job hunter/seeker, a job applicant"
1,업무량,a workload
2,대우,"pay, treatment, working conditions"
3,이직하다,to change/switch jobs
4,목록,"a catalog, an inventory, a list"
5,이삿짐,goods to be moved
6,자금,"funds, a fund, capital"
7,인맥을 쌓다,"to network, to build a social circle, to amass/gain personal connections"
8,학점,a class credit/unit; a grade
9,자격증,"a certificate of qualifications, a license"
10,과정,a process; a course (of study)
11,겪다,"to undergo, to endure, to suffer, to go through, to experience"
12,게으름을 피우다,"to lounge/loaf/slob around, to be lazy, to be idle"
13,피나는 훈련,demanding/strenuous training
14,시행착오,trial and error
15,거치다,to pass by/through; to go by way of/via (somewhere)
16,신약,"new medicine, a new drug"
17,꼬박꼬박,"regularly, on a regular basis"
18,붓다,to pay in installments
19,콘서트,a concert
20,만만하다,"to be easy to deal with, to be easily manageable"
21,체력,"physical strength, stamina, physical fitness"
22,기르다,"to raise, to grow, to bring up, to breed, to cultivate"
23,유리하다,"to be advantageous, favorable"
24,정교사,a regular (licensed) teacher
25,원서,"an application (form), a written request"
26,채용하다,"to recruit, to employ, to hire"
27,장래성,future potential/prospects
28,명성,"fame, a reputation, renown"
29,여건,a given condition/circumstance
30,사례,"an example, an instance, a case"
31,연봉,annual income/salary
32,뜻을 굽히다,to change one's opinion/decision
33,고정적이다,"to be steady, stable, static"
34,수익,"an income, earnings, revenue"
35,가장,"most, extremely, exceedingly; a disguise"
36,활약하다,"to be active (in), to participate actively (in)"
37,성취감,a sense of accomplishment
38,실현하다,"to realize, to actualize, to materialize, to come true"
39,데뷔,a debut
40,추구하다,"to inquire into (a matter) closely, to investigate; to pursue, to chase, to search, to seek"
41,미적이다,to be aesthetic 
42,기록하다,"to record, to register, to document, to write down"
43,주도하다,"to be scrupulous, meticulous, thoroughgoing"
44,창의적이다,"to be creative, inventive, original, ingenious"
45,대하다,"to face, to confront; to resist, to oppose, to be opposite to "
46,파악하다,"to grasp, to seize, to understand, to apprehend (ex. the situation)"
47,비교적이다,"to be relative, to be comparative"
48,사기,"morale, fighting spirit"
49,상실하다,"to lose, to forfeit, to be deprived of"
50,틀어박히다,"to shut oneself in, to confine oneself, to stay indoors"
51,조직,"a system, an organization, a formulation"
52,혼란,"confusion, disorder, disorganization, chaos, commotion"
53,탐색하다,"to search for, to investigate, to explore, to inquire into"
54,되짚다,"to go back to, to backtrack, to retrace"
55,용케,"successfully, to manage to (do something)"
56,사통팔달,"running in all directions, accessible from all directions"
57,비로소,for the first time
58,속이 타다,"to be distressed, worried, anxious, frustrated"
59,물 건너가다,"to ""go up in smoke"", to ""go down the drain"""
60,발 뻗고 자다,to have no cares/worries
0,항목,"an article, a clause, a provision, an item"
1,빈도수,frequency
2,횟수,"number of times, frequency"
3,거주,"residence, habitation"
4,추수 감사절,Thanksgiving Day
5,의상,"clothing, dress, apparel, a costume"
6,아오자이,ao dai (Vietnamese national costume)
7,씨름,wrestling
8,스모,sumo wrestling
9,휴양지,a vacation spot
10,푸켓,Phuket
11,입맛이 당기다,to have a good appetite
12,손에 익다,"to be accustomed to, to be familiar with"
13,나른하다,"to be languid, drowsy, listless, weary, sluggish"
14,체하다,to have an upset stomach
15,새콤하다,to be slightly sour
16,쌉쌀하다,to be slightly bitter
17,짭짤하다,to be slightly salty
18,얼큰하다,to be spicy (liquid-based food)
19,고소하다,"to be nutty, savory"
20,구수하다,"to be tasty, pleasant, delicate"
21,느끼하다,"to be greasy, oily, fatty, rich"
22,질기다,"to be tough, leathery, durable"
23,쫄깃쫄깃하다,to be chewy
24,말랑말랑하다,"to be soft, spongy, tender"
25,아삭아삭하다,"to be crisp, crunchy (ex. a vegetable)"
26,통째,"whole, altogether, entirely"
27,이열치열,fight fire with fire
28,진하다,"to be thick, heavy, strong (a taste)"
29,발효,fermentation
30,제철,the right/best season
31,수치,"a numerical value, a figure"
32,유전자 조작,"gene manipulation, GMO"
33,정제,"refinement, purification"
34,유기농,organic farming
35,재배,"cultivation, culture, raising, growing"
36,친환경,"eco-friendly, green"
37,화학조미료,artificial flavor enhancer
38,첨가,an addition (ex. in a recipe)
39,현미,"brown rice, unpolished rice"
40,잡곡,miscellaneous cereals/grains
41,성분,"an ingredient, a component, a constitute"
42,함량,(nutritional) content
43,첨가물,an additive
44,가공하다,"to process, to manufacture"
45,외부,"the outside, the exterior"
46,내부,"the inside, the interior"
47,깔끔하다,"to be neat, tidy, sleek, clean"
48,볼품없다,"to not look nice, to have a bad appearance"
49,아기자기하다,"to be charming, cute, pretty"
50,아늑하다,"to be cozy, snug, comfortable"
51,아담하다,"to be neat, tidy, petite, quaint"
52,허름하다,"to be shabby, humble, worn-out"
53,조리,preparation of food
54,노릇노릇,golden brown (food)
55,보글보글,"boiling, simmering, bubbling"
56,지글지글,"sizzling, simmering"
57,한가운데,"the middle, the center, the heart"
58,기와집,a tile-roofed house
59,기가 죽다,"to be dejected, disheartened, crestfallen"
60,낡다,"to be old, worn, battered, beat-up, antique"
61,대견하다,"to be proud, admirable, praiseworthy"
62,둘러보다,"to have a look around, to browse"
63,투박하다,"to be rough, crude, coarse, unrefined"
64,뚝배기,an earthen pot/bowl
65,깍두기,sliced/cubed radish kimchi
66,소박하다,"to be simple (and honest), unsophisticated, naive"
67,속을 채우다,"to stuff, to fill (food)"
68,입맛을 돋우다,to stimulate/whet one's appetite
69,속이 든든하다,to have a full stomach
70,단골손님,a regular customer
71,나날이,"day by day, from day to day"
72,달무리,the halo of the moon
73,살평상,a slat bed
74,별 돋다,to have the stars come out
75,들,"a field, a plain"
76,걸터앉다,to perch on (ex. a stool)
77,물씬,"soft, tender, nicely scented"
78,자욱하다,"to be dense, thick, heavy (ex. fog)"
79,김,a weed
80,부옇다,"to be foggy, gray, murky, cloudy, misty"
81,기와,a roof tile
82,추녀,a protruding corner of a roof eave
83,삐죽히,poutingly
84,가닥,"a strand, a strip, a ply, a string"
85,동아줄,a rope
86,지상,ground
87,입이 짧다,to have a small appetite
88,군침이 돌다,to make one's mouth water
89,간에 기별도 안 가다,to be insufficient (food)
0,한산하다,"to be quiet, dull, inactive, slack (ex. a market)"
1,식다,"to abate, subside; to cool down/off (ex. coffee)"
2,사이트,a website
3,진행하다,"to progress, advance, proceed, be in motion"
4,차려입다,"to dress up, doll up, fix oneself up"
5,진급,a promotion (of any kind)
6,한자어,"a Sino-Korean word, a word written in Chinese characters"
7,헷갈리다,"to confuse, mix up, be hardly able to distinguish"
8,원만하다,"to be amicable, easy-going, well-rounded, harmonious"
9,모가 나다,"to be angular, unharmonious"
